exp_length,original_rank,prediction,new_scores,new_ranks,new_rank,original_score,facts,new_score,exp
4,1,"(6053, 48, 32)",[7.99296],[1],1.0,8.074702,"[([(6277, 25, 62), (6053, 25, 62), (32, 15, 6277), (6277, 133, 32)], 0.95619965, 'xrule'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5682678655618021, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 8619)}, 0.5330105257028362, 'baseline'), ({(6053, 77, 12242), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5256519746165208, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 38, 9994)}, 0.5225744675155933, 'baseline'), ({(8619, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5207205246435509, 'baseline'), ({(6053, 85, 434), (10512, 8, 6053), (6053, 66, 2274), (6053, 24, 6277)}, 0.5147972533791201, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 558)}, 0.5136537978560065, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 8, 10512)}, 0.5125456283455903, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 3, 7677)}, 0.5079231688678048, 'baseline'), ({(558, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.49660210093603224, 'baseline')]",7.99296,"[(6277, 133, 32), (6277, 25, 62), (6053, 25, 62), (32, 15, 6277)]"
3,1,"(7744, 13, 2046)",[5.888406],[1],1.0,5.7034497,"[([(3224, 25, 62), (3224, 13, 2046), (7744, 25, 62)], 0.12349987, 'xrule'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 1304)}, 0.11380962571884415, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.11066822251804563, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 1304), (7744, 13, 816)}, 0.10926155286065652, 'baseline'), ({(7744, 13, 1304), (7744, 13, 4474), (7744, 13, 2091), (7744, 13, 816)}, 0.10847381790425799, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1280), (7744, 13, 2091), (7744, 13, 1304)}, 0.10809902391080428, 'baseline'), ({(7744, 13, 1304), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.10612396439000375, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 1304)}, 0.10329059798227237, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.10226921279186153, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1304), (7744, 13, 331), (7744, 13, 816)}, 0.10012344558495759, 'baseline'), ({(7744, 13, 1304), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.09858421518445494, 'baseline')]",5.888406,"[(3224, 25, 62), (3224, 13, 2046), (7744, 25, 62)]"
11,1,"(4819, 85, 434)",[6.523369],[1],1.0,7.9445515,"[({(4819, 17, 243), (4819, 43, 141), (4819, 82, 2456), (4819, 48, 1124)}, 2.134527312139546, 'baseline'), ({(4819, 43, 141), (4819, 17, 3482), (4819, 17, 243), (4819, 48, 1124)}, 1.8784938727716642, 'baseline'), ({(4819, 43, 141), (4819, 82, 7859), (4819, 17, 243), (4819, 48, 1124)}, 1.8746562871129644, 'baseline'), ({(4819, 43, 141), (4819, 202, 4168), (4819, 17, 243), (4819, 48, 1124)}, 1.8744393261663894, 'baseline'), ({(4819, 43, 141), (7942, 22, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.8607536220461427, 'baseline'), ({(4819, 43, 141), (4819, 19, 759), (4819, 17, 243), (4819, 48, 1124)}, 1.8110028141589496, 'baseline'), ({(4819, 43, 141), (4819, 17, 243), (4819, 48, 1124)}, 1.7105866249728832, 'baseline'), ({(4819, 43, 141), (4819, 224, 3784), (4819, 17, 243), (4819, 48, 1124)}, 1.7043205075494443, 'baseline'), ({(4819, 43, 141), (9618, 155, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.702467995090532, 'baseline'), ({(4819, 43, 141), (2118, 21, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.6681948456750681, 'baseline'), ([(13056, 43, 141), (4819, 43, 141), (13056, 85, 434)], 0.89679956, 'xrule')]",6.523369,"[(4819, 43, 141), (10328, 85, 434), (4819, 48, 1124), (434, 161, 1124), (14148, 43, 141), (4819, 17, 243), (14148, 85, 434), (4819, 82, 2456), (11015, 82, 2456), (10328, 17, 243), (11015, 85, 434)]"
3,1,"(1759, 10, 6825)",[5.9473033],[1],1.0,6.1227975,"[([(457, 10, 6825), (7803, 30, 1759), (457, 7, 7803)], 0.085700035, 'xrule'), ({(1759, 47, 2934), (1759, 7, 5031), (1759, 10, 1256), (1759, 10, 9617)}, 0.0480819148982323, 'baseline'), ({(1759, 7, 5031), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.047876398073084, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (7641, 30, 1759), (1759, 10, 9617)}, 0.046524087846228634, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 7641), (1759, 10, 9617)}, 0.044770757634405536, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 3828), (1759, 10, 9617)}, 0.04431490129228978, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 10, 9617), (1759, 7, 7504)}, 0.043459932283034415, 'baseline'), ({(1759, 47, 2934), (1759, 10, 1256), (7641, 30, 1759), (1759, 10, 9617)}, 0.04321102328496247, 'baseline'), ({(1759, 47, 2934), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.04318718142497795, 'baseline'), ({(1759, 10, 1256), (2934, 19, 1759), (7641, 30, 1759), (1759, 10, 9617)}, 0.04164365957671215, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 2670), (1759, 10, 9617)}, 0.04160122102992267, 'baseline')]",5.9473033,"[(457, 10, 6825), (7803, 30, 1759), (457, 7, 7803)]"
3,1,"(5090, 85, 434)",[6.513215],[1],1.0,6.9438825,"[([(8407, 85, 434), (5090, 43, 141), (8407, 43, 141)], 0.6602001, 'xrule'), ({(5090, 48, 382), (5090, 66, 249), (5090, 48, 308)}, 0.5122399757135222, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 77, 4974), (5090, 48, 308)}, 0.5064955183637507, 'baseline'), ({(5090, 8, 2422), (5090, 66, 249), (5090, 48, 382), (5090, 48, 308)}, 0.502079529443035, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (6989, 3, 5090), (5090, 48, 308)}, 0.4883075184925895, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 3666), (5090, 48, 308)}, 0.48648266264074574, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 8, 5090), (5090, 48, 308)}, 0.48590950438741237, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 3, 5090), (5090, 48, 308)}, 0.48420290419530165, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 3, 3666), (5090, 48, 308)}, 0.4837108082513803, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 2053), (5090, 48, 308)}, 0.4818554348227275, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (2053, 8, 5090), (5090, 48, 308)}, 0.4812865680607924, 'baseline')]",6.513215,"[(8407, 85, 434), (5090, 43, 141), (8407, 43, 141)]"
12,1,"(2348, 82, 1771)",[7.169919],[1],1.0,8.100239,"[({(2348, 17, 862), (2348, 100, 160), (2348, 17, 215), (2348, 48, 32)}, 1.158293779059401, 'baseline'), ({(8037, 149, 2348), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.132607514315899, 'baseline'), ({(2348, 17, 862), (2348, 100, 160), (2348, 66, 1327), (2348, 48, 32)}, 1.117570930939989, 'baseline'), ({(2348, 43, 384), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.058467917243765, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 100, 160)}, 1.0548105762178197, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 100, 160)}, 1.051679663346495, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 48, 32)}, 1.0489626450924896, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 48, 32)}, 1.0287409344143446, 'baseline'), ({(2348, 66, 1327), (2348, 17, 862), (2348, 17, 215), (2348, 100, 160)}, 1.0259323634619268, 'baseline'), ({(2348, 17, 871), (2348, 17, 862), (2348, 17, 215), (2348, 48, 32)}, 1.022721342023403, 'baseline'), ([(4393, 82, 1771), (4393, 17, 862), (2348, 17, 862)], 0.31709957, 'xrule')]",7.169919,"[(2348, 17, 215), (8370, 48, 32), (160, 70, 9095), (9481, 17, 862), (8370, 82, 1771), (2348, 100, 160), (2348, 48, 32), (9481, 82, 1771), (8733, 82, 1771), (8733, 17, 215), (9095, 18, 1771), (2348, 17, 862)]"
4,1,"(166, 19, 559)",[7.357744],[1],1.0,7.7511554,"[([(7315, 19, 559), (7315, 8, 663), (663, 8, 166), (166, 8, 663)], 0.52999973, 'xrule'), ({(166, 8, 1040), (166, 8, 663), (166, 8, 1193), (4412, 8, 166)}, 0.06045345494495261, 'baseline'), ({(166, 8, 1040), (166, 8, 7785), (166, 8, 1193), (4412, 8, 166)}, 0.058577577588286404, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.058160821919834675, 'baseline'), ({(166, 8, 1040), (166, 8, 663), (166, 8, 7785), (4412, 8, 166)}, 0.05551914405984805, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.055078546477693245, 'baseline'), ({(166, 8, 1040), (2186, 8, 166), (166, 8, 663), (4412, 8, 166)}, 0.05404857821832515, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.05340580176746618, 'baseline'), ({(7057, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.051364938707416596, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 663), (4412, 8, 166)}, 0.0513153476336432, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.049966852174804635, 'baseline')]",7.357744,"[(7315, 19, 559), (7315, 8, 663), (663, 8, 166), (166, 8, 663)]"
7,1,"(2719, 41, 570)",[6.3160763],[2],2.0,6.5151615,"[([(2719, 134, 138), (726, 9, 138), (726, 75, 570), (138, 42, 2719), (726, 9, 570), (570, 9, 726), (2719, 41, 138)], 0.3324995, 'xrule'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 210), (2719, 41, 138)}, 0.30193142212067414, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 138), (2719, 41, 212)}, 0.2948122433336064, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.29187683374156737, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 2556), (2719, 41, 138)}, 0.2916489055813666, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.288781206937913, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.26414970654557585, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.2628689219307082, 'baseline'), ({(2719, 41, 310), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25592140448231754, 'baseline'), ({(2719, 41, 210), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25200943240539936, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 212)}, 0.2147798942548941, 'baseline')]",6.3160763,"[(726, 9, 138), (2719, 41, 138), (726, 75, 570), (138, 42, 2719), (726, 9, 570), (570, 9, 726), (2719, 134, 138)]"
4,1,"(1843, 28, 32)",[8.148036],[1],1.0,8.216557,"[([(1843, 30, 2820), (4057, 48, 32), (2820, 7, 1843), (4057, 19, 2820)], 0.3881998, 'xrule'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (1843, 106, 3373)}, 0.3440208847166695, 'baseline'), ({(4057, 38, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.33402160942242803, 'baseline'), ({(6371, 6, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.3262205534489171, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (1843, 183, 4593), (410, 32, 1843)}, 0.3225994520629773, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843)}, 0.3032799176403628, 'baseline'), ({(2355, 6, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.2968759945553522, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (4593, 38, 1843)}, 0.2883358410094129, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (9791, 6, 1843), (410, 32, 1843)}, 0.286615412557164, 'baseline'), ({(2355, 38, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.282139818913965, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (1843, 12, 2355)}, 0.2785377910174203, 'baseline')]",8.148036,"[(1843, 30, 2820), (2820, 7, 1843), (4057, 48, 32), (4057, 19, 2820)]"
11,1,"(4660, 107, 4)",[6.8011885],[1],1.0,7.1832814,"[({(4660, 107, 658), (4660, 107, 136), (4491, 103, 4660), (1794, 2, 4660)}, 0.2939577511486999, 'baseline'), ([(300, 107, 4), (300, 107, 657), (4660, 107, 657)], 0.27699947, 'xrule'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (4649, 7, 4660)}, 0.27190307875607767, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (4649, 7, 4660)}, 0.2705650737213899, 'baseline'), ({(4660, 107, 658), (4660, 1, 3551), (1794, 2, 4660), (4491, 103, 4660)}, 0.25123886355995667, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (5119, 103, 4660)}, 0.24931720983416497, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (1469, 7, 4660)}, 0.24919323214685737, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (4660, 1, 3551), (1794, 2, 4660)}, 0.24911884555049243, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (5119, 103, 4660)}, 0.24873832952081715, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (1469, 7, 4660)}, 0.24705890899773794, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (4660, 30, 1827)}, 0.24487785586712524, 'baseline')]",6.8011885,"[(4660, 107, 136), (4491, 103, 4660), (11264, 107, 658), (1794, 2, 4660), (4660, 107, 658), (3349, 107, 4), (9520, 31, 136), (11264, 107, 4), (9520, 31, 4), (4491, 103, 3349), (1794, 2, 11264)]"
8,1,"(786, 35, 12545)",[5.746158],[3],3.0,6.4405465,"[({(786, 35, 7125), (786, 64, 471), (786, 35, 12986), (471, 64, 786)}, 0.16138176177740646, 'baseline'), ({(786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.16113762114369828, 'baseline'), ({(786, 35, 7125), (6448, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.1603160306877362, 'baseline'), ({(786, 64, 471), (786, 35, 12986), (786, 35, 7125)}, 0.15936283324043723, 'baseline'), ({(786, 35, 7125), (3282, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.1590156957685724, 'baseline'), ({(786, 64, 6448), (786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.15882734506523052, 'baseline'), ({(786, 35, 7125), (513, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.15845255110963796, 'baseline'), ({(786, 64, 857), (786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.15844063017873886, 'baseline'), ({(786, 35, 7125), (786, 64, 471), (6448, 64, 786), (786, 35, 12986)}, 0.1582284376133326, 'baseline'), ({(786, 35, 7125), (786, 35, 12986), (471, 64, 786), (786, 64, 513)}, 0.15810302947282961, 'baseline'), ([(4298, 93, 3282), (4298, 93, 786), (3282, 35, 12545)], 0.1111002, 'xrule')]",5.746158,"[(786, 64, 471), (786, 35, 7125), (471, 64, 786), (857, 35, 12545), (857, 35, 7125), (12986, 58, 12545), (471, 35, 12545), (786, 35, 12986)]"
8,1,"(13197, 5, 9)",[7.4601097],[1],1.0,7.7915053,"[([(2384, 5, 399), (399, 130, 13197), (9, 130, 2384), (2384, 4, 9), (2384, 5, 9), (13197, 4, 399), (13197, 5, 399), (2384, 4, 399)], 0.52210045, 'xrule'), ({(11, 130, 13197), (399, 130, 13197), (13197, 4, 399), (13197, 5, 11)}, 0.49558262304373846, 'baseline'), ({(11, 130, 13197), (399, 130, 13197), (13197, 5, 399), (13197, 5, 11)}, 0.49540523964081107, 'baseline'), ({(11, 130, 13197), (13197, 4, 11), (13197, 5, 399), (13197, 5, 11)}, 0.46354298041620534, 'baseline'), ({(13197, 4, 11), (399, 130, 13197), (13197, 4, 399), (13197, 5, 11)}, 0.4184542120257513, 'baseline'), ({(11, 130, 13197), (13197, 4, 399), (13197, 5, 399), (13197, 5, 11)}, 0.4179125250177145, 'baseline'), ({(13197, 4, 11), (399, 130, 13197), (13197, 5, 399), (13197, 5, 11)}, 0.41742996580592373, 'baseline'), ({(11, 130, 13197), (117, 130, 13197), (399, 130, 13197), (13197, 5, 11)}, 0.413262409003375, 'baseline'), ({(11, 130, 13197), (399, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.3485985214612212, 'baseline'), ({(11, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.1818113730238786, 'baseline'), ({(399, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.1434765263983704, 'baseline')]",7.4601097,"[(2384, 5, 399), (399, 130, 13197), (9, 130, 2384), (2384, 4, 9), (2384, 5, 9), (13197, 4, 399), (13197, 5, 399), (2384, 4, 399)]"
3,1,"(4093, 85, 434)",[7.155573],[1],1.0,7.577811,"[([(3366, 48, 32), (3366, 85, 434), (4093, 48, 32)], 0.5221, 'xrule'), ({(4093, 224, 6217)}, -0.00284810835034806, 'baseline'), ({(4093, 45, 3366)}, -0.004548509636036165, 'baseline'), ({(3366, 45, 4093)}, -0.004568060002868685, 'baseline'), ({(6464, 45, 4093)}, -0.004986246191490037, 'baseline'), ({(3366, 45, 4093), (4093, 45, 3366)}, -0.007217844083668875, 'baseline'), ({(4093, 45, 3366), (4093, 224, 6217)}, -0.007647474361295121, 'baseline'), ({(3366, 45, 4093), (4093, 224, 6217)}, -0.007962663692497636, 'baseline'), ({(4093, 224, 6217), (6464, 45, 4093)}, -0.00797458463607004, 'baseline'), ({(4093, 45, 3366), (6464, 45, 4093)}, -0.00950904660683358, 'baseline'), ({(4093, 45, 5572)}, -0.00977702909162909, 'baseline')]",7.155573,"[(3366, 48, 32), (3366, 85, 434), (4093, 48, 32)]"
11,1,"(7956, 198, 160)",[7.073394],[1],1.0,8.374424,"[({(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (236, 44, 7956)}, 2.0833588662040885, 'baseline'), ({(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (7956, 172, 7192)}, 1.9695321060411062, 'baseline'), ({(7956, 25, 62), (4413, 44, 7956), (7956, 113, 737), (7956, 16, 32)}, 1.8711853892300214, 'baseline'), ({(7956, 25, 62), (7956, 143, 324), (7956, 113, 737), (7956, 16, 32)}, 1.8269339444810684, 'baseline'), ({(7956, 25, 62), (1296, 44, 7956), (7956, 113, 737), (7956, 16, 32)}, 1.789134107107931, 'baseline'), ({(7956, 25, 62), (1696, 44, 7956), (7956, 113, 737), (7956, 16, 32)}, 1.7582445942131573, 'baseline'), ({(7956, 25, 62), (7956, 113, 737), (7956, 172, 7192), (236, 44, 7956)}, 1.7018509678092137, 'baseline'), ({(7956, 25, 62), (7956, 113, 737), (7956, 16, 32)}, 1.6989661028394927, 'baseline'), ({(7956, 25, 62), (6896, 44, 7956), (7956, 113, 737), (7956, 16, 32)}, 1.6970406342519897, 'baseline'), ({(7956, 25, 62), (4413, 44, 7956), (7956, 113, 737), (7956, 172, 7192)}, 1.6322451368816242, 'baseline'), ([(7956, 25, 62), (8814, 25, 62), (8814, 100, 160)], 0.9941006, 'xrule')]",7.073394,"[(7956, 25, 62), (7956, 113, 737), (7956, 16, 32), (12382, 51, 160), (12123, 25, 62), (12382, 185, 32), (12123, 113, 737), (9331, 221, 160), (236, 44, 7956), (12123, 198, 160), (236, 37, 9331)]"
11,1,"(12458, 85, 434)",[6.9297175],[1],1.0,8.788849,"[({(12458, 48, 32), (12458, 17, 215), (12458, 17, 393), (12458, 17, 862)}, 2.5047761442435914, 'baseline'), ({(12458, 48, 32), (12458, 17, 215), (12458, 24, 592), (12458, 17, 862)}, 2.3374625497206725, 'baseline'), ([(12458, 17, 862), (1216, 85, 434), (1216, 17, 862)], 2.1225996, 'xrule'), ({(12458, 48, 32), (12458, 17, 393), (12458, 24, 592), (12458, 17, 862)}, 2.081878763542885, 'baseline'), ({(12458, 48, 32), (12458, 191, 10948), (12458, 17, 215), (12458, 17, 862)}, 2.080504518758508, 'baseline'), ({(12458, 48, 32), (12458, 17, 215), (12458, 17, 862), (12458, 6, 7135)}, 1.9962893482381021, 'baseline'), ({(12458, 48, 32), (12458, 191, 10948), (12458, 17, 393), (12458, 17, 862)}, 1.8895455283580789, 'baseline'), ({(12458, 48, 32), (12458, 191, 10948), (12458, 24, 592), (12458, 17, 862)}, 1.805485807899467, 'baseline'), ({(12458, 48, 32), (12458, 17, 215), (12458, 19, 550), (12458, 17, 862)}, 1.7855053761021549, 'baseline'), ({(12458, 48, 32), (12458, 17, 215), (12458, 38, 9259), (12458, 17, 862)}, 1.77460106336085, 'baseline'), ({(12458, 48, 32), (12458, 17, 215), (12458, 17, 862)}, 1.7644110526746626, 'baseline')]",6.9297175,"[(12458, 48, 32), (434, 161, 32), (12458, 17, 862), (12458, 17, 215), (13359, 85, 434), (9660, 85, 434), (9660, 17, 215), (13359, 17, 862), (12820, 85, 434), (12458, 17, 393), (12820, 17, 393)]"
10,1,"(4931, 19, 9014)",[5.8927994],[4],4.0,6.3626885,"[({(5953, 76, 4931), (4567, 8, 4931), (4931, 60, 90), (2693, 20, 4931)}, 0.37794403404419247, 'baseline'), ({(5953, 76, 4931), (948, 45, 4931), (2693, 20, 4931), (4567, 8, 4931)}, 0.36705879533215574, 'baseline'), ({(5953, 76, 4931), (4931, 8, 4207), (4567, 8, 4931), (2693, 20, 4931)}, 0.3605509217276305, 'baseline'), ({(5953, 76, 4931), (4567, 8, 4931), (2693, 20, 4931)}, 0.3507318909202474, 'baseline'), ({(5953, 76, 4931), (4567, 8, 4931), (2693, 20, 4931), (948, 8, 4931)}, 0.34519008944886126, 'baseline'), ({(5953, 76, 4931), (4567, 8, 4931), (2693, 20, 4931), (4931, 8, 948)}, 0.34493736575222633, 'baseline'), ({(5953, 76, 4931), (4931, 8, 5991), (4567, 8, 4931), (2693, 20, 4931)}, 0.33179954826712943, 'baseline'), ({(5953, 76, 4931), (5991, 8, 4931), (4567, 8, 4931), (2693, 20, 4931)}, 0.3300009184747364, 'baseline'), ({(5953, 76, 4931), (4931, 8, 4207), (2693, 20, 4931), (4931, 60, 90)}, 0.32841209704947183, 'baseline'), ({(5953, 76, 4931), (2693, 20, 4931), (4931, 60, 90)}, 0.32048229509033427, 'baseline'), ([(2693, 20, 6104), (9014, 47, 6104), (6104, 19, 9014), (2693, 20, 4931)], 0.20250034, 'xrule')]",5.8927994,"[(5953, 76, 4931), (2693, 20, 4931), (9730, 8, 4567), (2693, 20, 7843), (7843, 19, 9014), (4931, 60, 90), (7843, 60, 90), (4567, 8, 4931), (9730, 19, 9014), (5953, 76, 7843)]"
10,1,"(5072, 66, 249)",[5.6549196],[2],2.0,6.7542014,"[({(5072, 48, 1124), (5072, 85, 434), (5072, 48, 382), (5072, 21, 959)}, 0.9536257288250907, 'baseline'), ({(5072, 48, 1124), (5072, 85, 434), (5072, 48, 382), (5072, 17, 818)}, 0.9508133431815459, 'baseline'), ({(5072, 48, 1124), (5072, 85, 434), (5072, 48, 382), (5072, 17, 2006)}, 0.9481621285074302, 'baseline'), ({(5072, 48, 1124), (3730, 140, 5072), (5072, 85, 434), (5072, 48, 382)}, 0.9459815521414842, 'baseline'), ({(5072, 48, 1124), (1177, 189, 5072), (5072, 85, 434), (5072, 48, 382)}, 0.9269738689520257, 'baseline'), ({(5072, 48, 1124), (5072, 85, 434), (5072, 48, 382), (5072, 82, 2456)}, 0.9224596515079398, 'baseline'), ({(5072, 48, 1124), (5072, 85, 434), (5072, 48, 382), (10735, 21, 5072)}, 0.9057593833366685, 'baseline'), ({(5072, 21, 959), (5072, 48, 1124), (5072, 48, 382), (5072, 17, 2006)}, 0.8887238986693107, 'baseline'), ({(5072, 48, 1124), (5072, 17, 243), (5072, 85, 434), (5072, 48, 382)}, 0.8874369151473225, 'baseline'), ({(5072, 21, 959), (3730, 140, 5072), (5072, 48, 1124), (5072, 48, 382)}, 0.8821969515612569, 'baseline'), ([(382, 54, 249), (1124, 62, 382), (382, 15, 1124), (1124, 205, 382), (1124, 135, 382), (1124, 228, 382), (1124, 163, 382), (249, 133, 382), (382, 15, 249), (5072, 48, 1124)], 0.34560013, 'xrule')]",5.6549196,"[(382, 54, 249), (5072, 21, 959), (5072, 85, 434), (434, 161, 249), (5072, 48, 382), (1124, 15, 8366), (8179, 39, 249), (8179, 45, 959), (5072, 48, 1124), (249, 15, 8366)]"
