new_ranks,original_rank,exp_length,exp,new_scores,original_score,prediction,new_rank,facts,new_score
[1],1,16,"[(4727, 3, 479), (4727, 3, 476), (24904, 3, 39), (4727, 2, 30), (8038, 3, 10), (4727, 3, 220), (24904, 3, 476), (24904, 11, 8038), (24904, 3, 479), (4727, 3, 9), (24904, 3, 9), (8038, 2, 30), (23179, 11, 8038), (23179, 3, 220), (4727, 3, 10), (4727, 3, 39)]",[5.8850956],6.7546163,"(4727, 11, 8038)",1.0,"[({(4727, 3, 479), (4727, 3, 476), (4727, 3, 39), (4727, 3, 220)}, 0.28877739220793525, 'baseline'), ({(4727, 3, 479), (4727, 3, 476), (4727, 3, 10), (4727, 3, 39)}, 0.2884359768252585, 'baseline'), ({(4727, 3, 479), (4727, 3, 9), (4727, 3, 476), (4727, 3, 39)}, 0.27305320998134786, 'baseline'), ({(4727, 3, 479), (4727, 3, 476), (4727, 2, 30), (4727, 3, 39)}, 0.26947407027950493, 'baseline'), ({(4727, 3, 479), (4727, 3, 476), (4727, 3, 10), (4727, 3, 220)}, 0.2691488673192545, 'baseline'), ({(4727, 3, 479), (4727, 3, 10), (4727, 3, 39), (4727, 3, 220)}, 0.2654200007141709, 'baseline'), ({(4727, 3, 479), (4727, 3, 476), (4727, 3, 88), (4727, 3, 39)}, 0.26327614087455414, 'baseline'), ({(4727, 3, 479), (4727, 2, 68), (4727, 3, 476), (4727, 3, 39)}, 0.2623825480206532, 'baseline'), ({(4727, 3, 10), (4727, 3, 476), (4727, 2, 30), (4727, 3, 479)}, 0.25873379005327923, 'baseline'), ({(4727, 3, 10), (4727, 3, 39), (4727, 2, 30), (4727, 3, 479)}, 0.2572355677007981, 'baseline')]",5.8850956
[3],1,19,"[(8626, 3, 39), (17514, 3, 277), (7769, 3, 479), (7769, 3, 476), (7769, 3, 9), (17514, 3, 185), (17514, 12, 8626), (8625, 12, 8626), (7769, 3, 39), (7769, 3, 219), (7769, 3, 277), (7769, 3, 185), (10257, 3, 219), (8626, 3, 220), (8625, 3, 479), (8625, 3, 476), (8625, 3, 9), (7769, 3, 220), (10257, 12, 8626)]",[6.422259],8.398724,"(7769, 12, 8626)",3.0,"[({(7769, 3, 185), (7769, 3, 39), (7769, 3, 219), (7769, 3, 479)}, 0.6376553023672983, 'baseline'), ({(7769, 3, 476), (7769, 3, 185), (7769, 3, 219), (7769, 3, 479)}, 0.6335468733645852, 'baseline'), ({(7769, 3, 277), (7769, 3, 185), (7769, 3, 219), (7769, 3, 479)}, 0.6270542585400569, 'baseline'), ({(7769, 3, 185), (7769, 3, 219), (7769, 3, 220), (7769, 3, 479)}, 0.6266499005929201, 'baseline'), ({(7769, 3, 9), (7769, 3, 185), (7769, 3, 219), (7769, 3, 479)}, 0.6171131573558458, 'baseline'), ({(7769, 3, 476), (7769, 3, 185), (7769, 3, 219), (7769, 3, 277)}, 0.6039600809769152, 'baseline'), ({(7769, 3, 277), (7769, 3, 185), (7769, 3, 39), (7769, 3, 219)}, 0.5985660989648568, 'baseline'), ({(7769, 3, 2638), (7769, 3, 185), (7769, 3, 219), (7769, 3, 479)}, 0.5951061685191759, 'baseline'), ({(7769, 3, 185), (7769, 3, 10), (7769, 3, 219), (7769, 3, 479)}, 0.5849218804034323, 'baseline'), ({(7769, 3, 476), (7769, 3, 185), (7769, 3, 219), (7769, 3, 9)}, 0.5823917823648191, 'baseline'), ([(21902, 12, 8626), (7769, 3, 219), (21902, 3, 219)], 0.28779984, 'xrule'), ([(21902, 12, 8626), (7769, 3, 185), (21902, 3, 185)], 0.27460003, 'xrule'), ([(7769, 3, 10), (21902, 3, 10), (21902, 12, 8626)], 0.19820023, 'xrule'), ([(21902, 8, 7409), (7769, 8, 7409), (21902, 12, 8626)], 0.1885004, 'xrule'), ([(24248, 3, 219), (7769, 3, 219), (24248, 12, 8626)], 0.17129993, 'xrule')]",6.422259
[2],1,12,"[(6853, 3, 1493), (6853, 3, 651), (25070, 3, 1839), (8038, 3, 1321), (6853, 3, 1839), (6853, 3, 1321), (8038, 3, 1493), (8038, 3, 37), (8038, 3, 651), (25070, 11, 8038), (6853, 3, 37), (8038, 3, 1839)]",[5.3936625],6.491535,"(6853, 11, 8038)",2.0,"[({(6853, 3, 1839), (6853, 3, 1493), (6853, 3, 1321), (6853, 3, 651)}, 0.7955532540431802, 'baseline'), ({(6853, 3, 1839), (6853, 3, 1321), (6853, 3, 37), (6853, 3, 651)}, 0.789429711195067, 'baseline'), ([(6853, 3, 1839), (25070, 11, 8038), (25070, 3, 1839)], 0.77149963, 'xrule'), ({(6853, 3, 1839), (6853, 3, 1493), (6853, 3, 37), (6853, 3, 651)}, 0.762958095875233, 'baseline'), ({(6853, 3, 1839), (6853, 3, 1493), (6853, 3, 1321), (6853, 3, 37)}, 0.7522421342738074, 'baseline'), ({(6853, 3, 1321), (6853, 3, 1493), (6853, 3, 37), (6853, 3, 651)}, 0.7485747796025325, 'baseline'), ({(6853, 3, 1839), (6853, 3, 1321), (6853, 1, 65), (6853, 3, 651)}, 0.7232494808590069, 'baseline'), ({(6853, 3, 1839), (6853, 3, 1493), (6853, 1, 65), (6853, 3, 651)}, 0.7025104020324703, 'baseline'), ({(6853, 3, 1839), (6853, 3, 1493), (6853, 3, 1321), (6853, 1, 65)}, 0.6933517906147698, 'baseline'), ({(6853, 3, 1839), (6853, 3, 651), (6853, 3, 1321), (6853, 2, 68)}, 0.6926918479541964, 'baseline'), ({(6853, 3, 1839), (6853, 1, 65), (6853, 3, 37), (6853, 3, 651)}, 0.6906905624107347, 'baseline'), ([(20115, 3, 651), (20115, 11, 8038), (6853, 3, 651)], 0.5599003, 'xrule'), ([(6853, 3, 1839), (22601, 3, 1839), (22601, 11, 8038)], 0.5056, 'xrule'), ([(6853, 2, 31), (8092, 11, 8038), (8092, 2, 31)], 0.4560995, 'xrule'), ([(24395, 11, 8038), (24395, 3, 651), (6853, 3, 651)], 0.38099957, 'xrule')]",5.3936625
[2],1,19,"[(6437, 3, 3463), (6437, 2, 68), (8038, 3, 37), (6437, 3, 91), (24904, 11, 8038), (25103, 11, 8038), (8038, 2, 68), (6437, 3, 75), (6437, 3, 651), (24152, 3, 75), (24904, 3, 91), (6437, 3, 1493), (19929, 11, 8038), (19929, 3, 3463), (25103, 2, 68), (8038, 3, 1493), (8038, 3, 651), (24152, 11, 8038), (6437, 3, 37)]",[4.79764],6.6256256,"(6437, 11, 8038)",2.0,"[([(6437, 2, 68), (25103, 11, 8038), (25103, 2, 68)], 0.7539005, 'xrule'), ({(6437, 3, 37), (6437, 3, 651), (6437, 3, 75), (6437, 3, 1493)}, 0.5478897525244413, 'baseline'), ({(6437, 3, 37), (6437, 3, 651), (6437, 3, 3463), (6437, 3, 1493)}, 0.5405316782891434, 'baseline'), ({(6437, 2, 68), (6437, 3, 651), (6437, 3, 37), (6437, 3, 1493)}, 0.5396719408580599, 'baseline'), ({(6437, 3, 37), (6437, 3, 651), (6437, 3, 91), (6437, 3, 1493)}, 0.5331774186972589, 'baseline'), ({(6437, 3, 37), (6437, 3, 651), (6437, 2, 30), (6437, 3, 1493)}, 0.5215297173087753, 'baseline'), ({(6437, 2, 68), (6437, 3, 651), (6437, 3, 75), (6437, 3, 1493)}, 0.5074005553048285, 'baseline'), ({(6437, 3, 37), (6437, 3, 651), (6437, 1, 2467), (6437, 3, 1493)}, 0.5064888426480119, 'baseline'), ({(6437, 3, 100), (6437, 3, 37), (6437, 3, 651), (6437, 3, 1493)}, 0.5012755819567579, 'baseline'), ({(6437, 3, 3463), (6437, 3, 651), (6437, 3, 75), (6437, 3, 1493)}, 0.49774698698688213, 'baseline'), ({(6437, 3, 651), (6437, 2, 30), (6437, 3, 75), (6437, 3, 1493)}, 0.4932823606241563, 'baseline'), ([(6437, 2, 68), (23703, 2, 68), (23703, 11, 8038)], 0.4765005, 'xrule'), ([(25103, 3, 37), (6437, 3, 37), (25103, 11, 8038)], 0.4598999, 'xrule'), ([(25103, 11, 8038), (25103, 3, 1493), (6437, 3, 1493)], 0.4403, 'xrule'), ([(17562, 11, 8038), (6437, 3, 651), (17562, 3, 651)], 0.43730068, 'xrule')]",4.79764
[1],1,22,"[(5517, 3, 1482), (23190, 3, 1482), (5517, 3, 75), (23442, 3, 5520), (5517, 3, 1005), (18547, 1, 65), (5517, 3, 5520), (5517, 3, 1026), (24615, 3, 1005), (23442, 9, 7903), (22636, 3, 75), (19496, 3, 1026), (19496, 9, 7903), (24615, 2, 1323), (5517, 1, 65), (24615, 9, 7903), (5517, 2, 1323), (23190, 9, 7903), (5517, 3, 1123), (18547, 9, 7903), (22636, 9, 7903), (24615, 3, 1123)]",[8.45719],9.563314,"(5517, 9, 7903)",1.0,"[({(5517, 3, 1026), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.616042181071559, 'baseline'), ({(5517, 1, 65), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.5520954563239475, 'baseline'), ({(5517, 3, 75), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.5410747958308897, 'baseline'), ({(5517, 3, 1482), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.5329761934146563, 'baseline'), ({(5517, 3, 5520), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.5246010254911613, 'baseline'), ({(5517, 2, 30), (5517, 3, 1123), (5517, 3, 1005), (5517, 2, 1323)}, 0.5210514496566548, 'baseline'), ({(5517, 2, 1323), (5517, 3, 1123), (5517, 3, 1005), (5517, 3, 78)}, 0.5170441101138293, 'baseline'), ({(5517, 1, 65), (5517, 3, 1026), (5517, 3, 1123), (5517, 2, 1323)}, 0.5073090025629554, 'baseline'), ({(5517, 3, 75), (5517, 3, 1026), (5517, 3, 1123), (5517, 2, 1323)}, 0.5068684050544884, 'baseline'), ({(5517, 2, 1323), (5517, 3, 1123), (5517, 3, 1005), (5517, 3, 10)}, 0.5037308165452957, 'baseline'), ([(21822, 3, 1123), (21822, 9, 7903), (5517, 3, 1123)], 0.18910027, 'xrule'), ([(21822, 3, 1005), (21822, 9, 7903), (5517, 3, 1005)], 0.16050053, 'xrule'), ([(24266, 9, 7903), (5517, 3, 1123), (24266, 3, 1123)], 0.15490055, 'xrule'), ([(16201, 9, 7903), (5517, 3, 1123), (16201, 3, 1123)], 0.15030003, 'xrule'), ([(21822, 2, 1323), (21822, 9, 7903), (5517, 2, 1323)], 0.15009975, 'xrule')]",8.45719
[3],2,13,"[(17562, 11, 8038), (18934, 3, 276), (5675, 2, 30), (5675, 3, 1838), (18934, 3, 1838), (23538, 11, 8038), (5675, 3, 1493), (17562, 1, 1054), (18934, 3, 1493), (23538, 2, 30), (5675, 3, 276), (5675, 1, 1054), (18934, 11, 8038)]",[6.439144],7.0910316,"(5675, 11, 8038)",3.0,"[([(5675, 3, 1838), (18934, 3, 1838), (18934, 11, 8038)], 0.4548006, 'xrule'), ([(18934, 3, 1493), (5675, 3, 1493), (18934, 11, 8038)], 0.42370033, 'xrule'), ([(17562, 11, 8038), (5675, 1, 1054), (17562, 1, 1054)], 0.41900063, 'xrule'), ([(18934, 3, 276), (18934, 11, 8038), (5675, 3, 276)], 0.40340042, 'xrule'), ([(5675, 2, 30), (23538, 11, 8038), (23538, 2, 30)], 0.4008007, 'xrule'), ({(5675, 3, 1493), (5675, 3, 651), (5675, 3, 1321), (5675, 3, 1839)}, 0.3394451553162796, 'baseline'), ({(5675, 3, 1493), (5675, 3, 1838), (5675, 3, 1321), (5675, 3, 1839)}, 0.3257456236285726, 'baseline'), ({(5675, 3, 651), (5675, 3, 1493), (5675, 3, 1838), (5675, 3, 1839)}, 0.321968119684495, 'baseline'), ({(5675, 3, 651), (5675, 3, 1838), (5675, 3, 1321), (5675, 3, 1839)}, 0.31929306316897843, 'baseline'), ({(5675, 3, 1493), (5675, 3, 1321), (5675, 3, 1839), (5675, 3, 1840)}, 0.31464390088348787, 'baseline'), ({(5675, 3, 1493), (5675, 3, 651), (5675, 3, 1839), (5675, 3, 1840)}, 0.30963329596870126, 'baseline'), ({(5675, 3, 1493), (5675, 3, 37), (5675, 3, 1321), (5675, 3, 1839)}, 0.30589679998218156, 'baseline'), ({(5675, 3, 10), (5675, 3, 1493), (5675, 3, 1321), (5675, 3, 1839)}, 0.30456070224650805, 'baseline'), ({(5675, 3, 1493), (5675, 3, 651), (5675, 3, 10), (5675, 3, 1839)}, 0.3024588040209037, 'baseline'), ({(5675, 3, 1493), (5675, 3, 37), (5675, 3, 651), (5675, 3, 1839)}, 0.30050663272826056, 'baseline')]",6.439144
[2],1,21,"[(6566, 3, 1679), (23042, 2, 486), (15334, 2, 6567), (7756, 3, 489), (22998, 3, 1679), (6566, 3, 489), (6566, 4, 924), (6566, 3, 40), (23480, 4, 924), (15334, 3, 3740), (6566, 2, 6567), (23042, 9, 7758), (6566, 3, 1687), (6566, 3, 3740), (22998, 3, 1687), (6566, 2, 486), (15334, 9, 7758), (23042, 3, 40), (22998, 9, 7758), (7756, 9, 7758), (23480, 9, 7758)]",[5.139886],8.5208435,"(6566, 9, 7758)",2.0,"[({(6566, 3, 1679), (6566, 3, 489), (6566, 2, 486), (6566, 3, 1687)}, 0.9871244936381278, 'baseline'), ({(6566, 3, 489), (6566, 2, 6567), (6566, 3, 1687), (6566, 2, 486)}, 0.7939186562338354, 'baseline'), ({(6566, 3, 3740), (6566, 3, 489), (6566, 2, 486), (6566, 3, 1687)}, 0.7436809997975138, 'baseline'), ({(6566, 3, 489), (6566, 2, 486), (6566, 3, 40), (6566, 3, 1687)}, 0.7337427595838585, 'baseline'), ({(6566, 4, 924), (6566, 3, 489), (6566, 2, 486), (6566, 3, 1687)}, 0.7085190271562178, 'baseline'), ({(6566, 3, 489), (6566, 3, 6), (6566, 3, 1687), (6566, 2, 486)}, 0.6913509818739413, 'baseline'), ({(6566, 3, 1679), (6566, 4, 924), (6566, 3, 1687), (6566, 2, 486)}, 0.6841249914901364, 'baseline'), ({(6566, 3, 489), (6566, 2, 486), (6566, 3, 1687), (6566, 3, 75)}, 0.6755629033435206, 'baseline'), ({(6566, 3, 1679), (6566, 4, 924), (6566, 3, 489), (6566, 2, 486)}, 0.6647205798492407, 'baseline'), ({(6566, 3, 1679), (6566, 3, 1687), (6566, 3, 6), (6566, 2, 486)}, 0.6528168169064795, 'baseline'), ([(15334, 9, 7758), (6566, 3, 489), (15334, 3, 489)], 0.57040024, 'xrule'), ([(15334, 9, 7758), (6566, 2, 486), (15334, 2, 486)], 0.57019997, 'xrule'), ([(15334, 9, 7758), (6566, 3, 1687), (15334, 3, 1687)], 0.5272999, 'xrule'), ([(6566, 3, 1679), (15334, 3, 1679), (15334, 9, 7758)], 0.50790024, 'xrule'), ([(15334, 9, 7758), (6566, 2, 30), (15334, 2, 30)], 0.4345007, 'xrule')]",5.139886
[1],1,18,"[(20511, 11, 6729), (23521, 11, 6729), (6619, 3, 148), (6619, 3, 816), (10240, 11, 6729), (7882, 3, 149), (6619, 2, 1166), (20511, 3, 816), (6619, 2, 812), (24384, 2, 1166), (10240, 3, 148), (22892, 2, 812), (24384, 11, 6729), (22892, 11, 6729), (6619, 3, 1872), (7882, 11, 6729), (6619, 3, 149), (23521, 3, 1872)]",[6.3079166],7.5059404,"(6619, 11, 6729)",1.0,"[({(6619, 3, 816), (6619, 3, 149), (6619, 3, 1872), (6619, 2, 812)}, 0.3047047070611457, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 149), (6619, 3, 1872)}, 0.30168728149107576, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 1872), (6619, 2, 812)}, 0.2981777600315884, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 149), (6619, 2, 812)}, 0.2890453746818204, 'baseline'), ({(6619, 3, 816), (6619, 3, 149), (6619, 3, 1872), (6619, 2, 1166)}, 0.2815151622354594, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 1876), (6619, 3, 149)}, 0.27601055404357816, 'baseline'), ({(6619, 3, 816), (6619, 3, 1876), (6619, 3, 149), (6619, 3, 1872)}, 0.27447132370311783, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 1876), (6619, 3, 1872)}, 0.2742720058114431, 'baseline'), ({(6619, 3, 816), (6619, 3, 1872), (6619, 2, 1166), (6619, 2, 812)}, 0.273676913008422, 'baseline'), ({(6619, 3, 816), (6619, 3, 148), (6619, 3, 149), (6619, 2, 1166)}, 0.2709255626069376, 'baseline'), ([(6619, 3, 40), (20090, 3, 40), (20090, 11, 6729)], 0.15810013, 'xrule'), ([(6619, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.14930058, 'xrule'), ([(6619, 3, 40), (15932, 11, 6729), (15932, 3, 40)], 0.14799976, 'xrule'), ([(6619, 3, 40), (11498, 11, 6729), (11498, 3, 40)], 0.14599991, 'xrule'), ([(6619, 3, 40), (13582, 11, 6729), (13582, 3, 40)], 0.14070034, 'xrule')]",6.3079166
[3],2,20,"[(18403, 11, 6729), (24968, 1, 65), (5781, 3, 772), (18756, 3, 2977), (18403, 3, 772), (5781, 2, 172), (24384, 11, 6729), (24968, 11, 6729), (18756, 2, 2975), (5781, 3, 2977), (5781, 2, 1166), (5781, 2, 2975), (24903, 11, 6729), (24840, 3, 1126), (24840, 11, 6729), (18756, 11, 6729), (24384, 2, 1166), (5781, 1, 65), (24903, 2, 172), (5781, 3, 1126)]",[4.512347],5.655415,"(5781, 11, 6729)",3.0,"[({(5781, 2, 1166), (5781, 3, 2977), (5781, 2, 2975), (5781, 1, 65)}, 0.580214543878368, 'baseline'), ({(5781, 2, 1166), (5781, 3, 772), (5781, 3, 2977), (5781, 1, 65)}, 0.5692248777949505, 'baseline'), ({(5781, 3, 772), (5781, 3, 2977), (5781, 2, 2975), (5781, 1, 65)}, 0.5641107992178186, 'baseline'), ({(5781, 3, 772), (5781, 2, 172), (5781, 3, 2977), (5781, 1, 65)}, 0.5508823825776271, 'baseline'), ({(5781, 3, 772), (5781, 3, 2977), (5781, 3, 1126), (5781, 1, 65)}, 0.5452084971974739, 'baseline'), ({(5781, 2, 1166), (5781, 3, 772), (5781, 2, 2975), (5781, 1, 65)}, 0.5415382815115988, 'baseline'), ({(5781, 2, 1166), (5781, 2, 172), (5781, 3, 2977), (5781, 1, 65)}, 0.5292430352904295, 'baseline'), ({(5781, 3, 2977), (5781, 2, 2975), (5781, 3, 1126), (5781, 1, 65)}, 0.5266404580069896, 'baseline'), ({(5781, 2, 1166), (5781, 3, 2977), (5781, 3, 1126), (5781, 1, 65)}, 0.5245180558154338, 'baseline'), ({(5781, 2, 1166), (5781, 3, 772), (5781, 2, 172), (5781, 1, 65)}, 0.516426605967395, 'baseline'), ([(24384, 1, 65), (24384, 11, 6729), (5781, 1, 65)], 0.29769993, 'xrule'), ([(23181, 11, 6729), (23181, 1, 65), (5781, 1, 65)], 0.29050064, 'xrule'), ([(10280, 11, 6729), (10280, 1, 65), (5781, 1, 65)], 0.28639984, 'xrule'), ([(10240, 11, 6729), (10240, 1, 65), (5781, 1, 65)], 0.28390026, 'xrule'), ([(23837, 1, 65), (23837, 11, 6729), (5781, 1, 65)], 0.28200054, 'xrule')]",4.512347
[1],3,18,"[(6976, 3, 10), (25411, 3, 9), (14094, 11, 7992), (20133, 3, 476), (20133, 11, 7992), (6976, 3, 9), (6976, 3, 369), (14094, 3, 369), (6976, 3, 6), (25766, 3, 6), (25411, 3, 40), (25411, 3, 220), (25411, 11, 7992), (6976, 3, 40), (6976, 3, 220), (25411, 3, 10), (6976, 3, 476), (25766, 11, 7992)]",[5.857313],5.79963,"(6976, 11, 7992)",1.0,"[({(6976, 3, 10), (6976, 3, 9), (6976, 3, 369), (6976, 3, 476)}, 0.47815517843150357, 'baseline'), ({(6976, 3, 9), (6976, 3, 40), (6976, 3, 369), (6976, 3, 476)}, 0.425089401145241, 'baseline'), ({(6976, 3, 9), (6976, 3, 220), (6976, 3, 369), (6976, 3, 476)}, 0.42189125427182234, 'baseline'), ({(6976, 3, 9), (6976, 3, 6), (6976, 3, 369), (6976, 3, 476)}, 0.4208941877479267, 'baseline'), ({(6976, 3, 10), (6976, 3, 369), (6976, 3, 40), (6976, 3, 476)}, 0.41451839806525204, 'baseline'), ({(6976, 3, 9), (6976, 3, 369), (6976, 2, 68), (6976, 3, 476)}, 0.41241506934303623, 'baseline'), ({(6976, 3, 10), (6976, 3, 369), (6976, 3, 220), (6976, 3, 476)}, 0.4122372090721668, 'baseline'), ({(6976, 3, 10), (6976, 3, 369), (6976, 3, 6), (6976, 3, 476)}, 0.40913299913642914, 'baseline'), ({(6976, 3, 10), (6976, 3, 369), (6976, 2, 68), (6976, 3, 476)}, 0.40889553426237046, 'baseline'), ({(6976, 3, 9), (6976, 2, 31), (6976, 3, 369), (6976, 3, 476)}, 0.39175276140519555, 'baseline'), ([(18666, 11, 7992), (6976, 3, 40), (18666, 3, 40)], -0.5274, 'xrule'), ([(6976, 3, 39), (18666, 11, 7992), (18666, 3, 39)], -0.59030056, 'xrule'), ([(23909, 3, 78), (6976, 3, 78), (23909, 11, 7992)], -0.6646004, 'xrule'), ([(11633, 11, 7992), (11633, 3, 9), (6976, 3, 9)], -0.7165003, 'xrule'), ([(18666, 3, 9), (18666, 11, 7992), (6976, 3, 9)], -0.7230005, 'xrule')]",5.857313
[4],2,17,"[(18403, 3, 294), (5834, 3, 40), (5834, 3, 294), (18403, 11, 6729), (9250, 1, 1034), (9250, 11, 6729), (5834, 2, 1166), (7882, 3, 40), (5834, 1, 1034), (24903, 2, 789), (5834, 2, 789), (7882, 11, 6729), (24903, 11, 6729), (24384, 2, 1166), (5834, 2, 172), (24384, 11, 6729), (24903, 2, 172)]",[4.846723],6.3059583,"(5834, 11, 6729)",4.0,"[({(5834, 3, 40), (5834, 3, 294), (5834, 2, 1166), (5834, 2, 789)}, 0.29904178893699945, 'baseline'), ({(5834, 3, 40), (5834, 3, 294), (5834, 2, 789), (5834, 1, 1034)}, 0.2864294460565598, 'baseline'), ({(5834, 2, 172), (5834, 3, 40), (5834, 2, 1166), (5834, 2, 789)}, 0.281262438589997, 'baseline'), ({(5834, 3, 40), (5834, 2, 1166), (5834, 2, 789), (5834, 1, 1034)}, 0.27804760245070537, 'baseline'), ({(5834, 2, 172), (5834, 3, 40), (5834, 3, 294), (5834, 2, 789)}, 0.2764406611931003, 'baseline'), ({(5834, 3, 40), (5834, 3, 294), (5834, 3, 1177), (5834, 2, 789)}, 0.2653727938415108, 'baseline'), ({(5834, 2, 172), (5834, 3, 40), (5834, 2, 789), (5834, 1, 1034)}, 0.2605858255704177, 'baseline'), ({(5834, 3, 40), (5834, 2, 1166), (5834, 2, 789)}, 0.23063711406101034, 'baseline'), ({(5834, 3, 40), (5834, 3, 294), (5834, 2, 789)}, 0.22594169853098012, 'baseline'), ({(5834, 3, 40), (5834, 2, 789), (5834, 1, 1034)}, 0.21205572360476407, 'baseline'), ([(5834, 3, 40), (21072, 11, 6729), (21072, 3, 40)], 0.17350006, 'xrule'), ([(25489, 11, 6729), (5834, 3, 40), (25489, 3, 40)], 0.1697998, 'xrule'), ([(5834, 3, 40), (24840, 3, 40), (24840, 11, 6729)], 0.16559982, 'xrule'), ([(5834, 3, 40), (21771, 11, 6729), (21771, 3, 40)], 0.15509987, 'xrule'), ([(5834, 3, 40), (18953, 11, 6729), (18953, 3, 40)], 0.15390015, 'xrule')]",4.846723
[27],1,11,"[(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194), (5133, 3, 3744), (10165, 3, 3744), (5133, 2, 5135), (10165, 3, 5138), (5133, 3, 5138), (10165, 2, 5135)]",[3.8348076],6.655379,"(5133, 9, 10166)",27.0,"[([(5133, 3, 4866), (10165, 3, 4866), (10165, 9, 10166)], 1.2229004, 'xrule'), ([(5133, 2, 5135), (10165, 9, 10166), (10165, 2, 5135)], 1.2030005, 'xrule'), ([(10165, 9, 10166), (5133, 3, 4194), (10165, 3, 4194)], 1.1710005, 'xrule'), ([(10165, 3, 5138), (5133, 3, 5138), (10165, 9, 10166)], 1.1550002, 'xrule'), ([(10165, 9, 10166), (5133, 3, 3744), (10165, 3, 3744)], 1.1502004, 'xrule'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 3744)}, 0.7547469598506716, 'baseline'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 5138)}, 0.7415218810500639, 'baseline'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 5150)}, 0.7166667438185921, 'baseline'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 5151)}, 0.7049813722610302, 'baseline'), ({(5133, 3, 4866), (5133, 3, 5138), (5133, 3, 4194), (5133, 3, 3744)}, 0.6954126808636505, 'baseline'), ({(5133, 3, 4866), (5133, 5, 5134), (5133, 2, 5135), (5133, 3, 4194)}, 0.6907906981791078, 'baseline'), ({(5133, 3, 3744), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 5138)}, 0.6872520895815578, 'baseline'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 3744), (5133, 3, 5138)}, 0.6815109701093188, 'baseline'), ({(5133, 3, 4866), (5133, 2, 5135), (5133, 3, 4194), (5133, 3, 5146)}, 0.6795521230779633, 'baseline'), ({(5133, 3, 3744), (5133, 5, 5134), (5133, 2, 5135), (5133, 3, 4194)}, 0.663877531783364, 'baseline')]",3.8348076
[1],2,17,"[(18009, 3, 75), (5907, 3, 177), (17411, 4, 66), (21465, 2, 171), (17411, 9, 6144), (20840, 9, 6144), (5907, 4, 66), (5907, 2, 171), (5907, 3, 75), (5907, 2, 709), (5907, 2, 1538), (20123, 2, 709), (20840, 2, 1538), (18009, 9, 6144), (21465, 9, 6144), (20123, 9, 6144), (21465, 3, 177)]",[5.460884],6.9573603,"(5907, 9, 6144)",1.0,"[({(5907, 2, 709), (5907, 3, 75), (5907, 3, 177)}, 0.731825397318974, 'baseline'), ({(5907, 2, 709), (5907, 2, 1538), (5907, 3, 75), (5907, 3, 177)}, 0.6939444992087034, 'baseline'), ({(5907, 2, 709), (5907, 4, 66), (5907, 3, 75)}, 0.693599269102606, 'baseline'), ({(5907, 2, 709), (5907, 2, 171), (5907, 3, 75)}, 0.691993758341855, 'baseline'), ({(5907, 2, 709), (5907, 2, 1538), (5907, 4, 66), (5907, 3, 75)}, 0.6735964268245176, 'baseline'), ({(5907, 2, 709), (5907, 2, 1538), (5907, 3, 75), (5907, 2, 171)}, 0.6666098087345359, 'baseline'), ({(5907, 3, 712), (5907, 3, 75), (5907, 2, 709)}, 0.6493206467512992, 'baseline'), ({(5907, 2, 709), (5907, 3, 710), (5907, 3, 75)}, 0.6163173161189289, 'baseline'), ({(5907, 3, 712), (5907, 2, 1538), (5907, 3, 75), (5907, 2, 709)}, 0.6130972347579262, 'baseline'), ({(5907, 2, 709), (5907, 2, 30), (5907, 3, 75)}, 0.6110158405402027, 'baseline'), ([(22756, 3, 177), (22756, 9, 6144), (5907, 3, 177)], 0.3139, 'xrule'), ([(5907, 2, 709), (22756, 9, 6144), (22756, 2, 709)], 0.30999947, 'xrule'), ([(16113, 9, 6144), (16113, 3, 177), (5907, 3, 177)], 0.29940033, 'xrule'), ([(22756, 4, 66), (22756, 9, 6144), (5907, 4, 66)], 0.2986002, 'xrule'), ([(25531, 9, 6144), (25531, 3, 177), (5907, 3, 177)], 0.29850006, 'xrule')]",5.460884
