exp_length,original_score,facts,prediction,original_rank,new_scores,new_ranks,exp,new_score,new_rank
16,7.114539,"[([(4489, 62, 32), (4489, 133, 32), (4489, 205, 32), (32, 15, 4489), (4362, 48, 32), (4362, 82, 795)], 0.3593998, 'xrule'), ([(4489, 62, 32), (4489, 133, 32), (4651, 82, 795), (4489, 205, 32), (32, 15, 4489), (4651, 48, 32)], 0.3331995, 'xrule'), ([(4489, 62, 32), (4489, 133, 32), (4489, 205, 32), (32, 15, 4489), (8353, 82, 795), (8353, 48, 32)], 0.3210001, 'xrule'), ([(4489, 62, 32), (4489, 133, 32), (6150, 18, 795), (6150, 218, 32), (4489, 205, 32), (32, 15, 4489), (32, 218, 6150)], 0.29979992, 'xrule'), ([(5138, 18, 795), (4489, 62, 32), (4489, 133, 32), (5138, 218, 32), (4489, 205, 32), (32, 15, 4489), (32, 218, 5138)], 0.2994995, 'xrule'), ({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.10697273453630543, 'baseline'), ({(4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489), (4489, 154, 1437)}, 0.10632042127481656, 'baseline'), ({(857, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.09773735239987899, 'baseline'), ({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489)}, 0.09763721661699391, 'baseline'), ({(786, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (857, 35, 4489)}, 0.09011081887893474, 'baseline'), ({(857, 35, 4489), (4489, 219, 90), (4489, 18, 8332), (6653, 35, 4489)}, 0.08910469248020772, 'baseline'), ({(9811, 37, 4489), (4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.0821609897625884, 'baseline'), ({(610, 35, 4489), (4489, 18, 8332), (4489, 219, 90), (4489, 154, 1437)}, 0.07768730354710238, 'baseline'), ({(4489, 219, 90), (4489, 18, 8332), (4489, 154, 1437)}, 0.07762150004435618, 'baseline'), ({(4489, 219, 90), (3373, 58, 4489), (4489, 18, 8332), (4489, 154, 1437)}, 0.0746364994083102, 'baseline')]","(4489, 18, 795)",1,[7.0236454],[1],"[(5138, 18, 795), (4489, 62, 32), (4489, 133, 32), (6150, 18, 795), (4489, 205, 32), (4362, 48, 32), (4651, 48, 32), (8353, 48, 32), (5138, 218, 32), (6150, 218, 32), (4651, 82, 795), (32, 15, 4489), (32, 218, 5138), (8353, 82, 795), (4362, 82, 795), (32, 218, 6150)]",7.0236454,1.0
20,5.9763412,"[({(10444, 76, 10519), (10823, 20, 10519), (1189, 20, 10519), (10519, 48, 1124)}, 1.9416714626291454, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (1931, 76, 10519), (10519, 48, 1124)}, 1.799278818206512, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124), (10519, 134, 6521)}, 1.7079702193729889, 'baseline'), ({(10444, 76, 10519), (10519, 43, 141), (10823, 20, 10519), (10519, 48, 1124)}, 1.6898651883203715, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 4044), (10519, 48, 1124)}, 1.687658385842534, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 985), (10519, 48, 1124)}, 1.6804576675990865, 'baseline'), ({(10519, 17, 1415), (10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124)}, 1.6505862022964077, 'baseline'), ({(10823, 20, 10519), (10444, 76, 10519), (10519, 134, 1546), (10519, 48, 1124)}, 1.650113656642264, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 134, 1271), (10519, 48, 1124)}, 1.6444330952968993, 'baseline'), ({(10444, 76, 10519), (10823, 20, 10519), (10519, 48, 1124), (10519, 134, 570)}, 1.6423207065151522, 'baseline'), ([(6957, 48, 1124), (6957, 66, 9596), (6957, 160, 9596), (10519, 48, 1124)], 0.8815994, 'xrule'), ([(6957, 66, 9596), (6957, 160, 9596), (10444, 76, 6957), (10444, 76, 10519)], 0.69330025, 'xrule'), ([(1124, 62, 382), (382, 15, 1124), (1124, 205, 382), (1124, 135, 382), (9596, 135, 382), (1124, 228, 382), (10519, 48, 1124), (1124, 163, 382), (382, 15, 9596)], 0.5902996, 'xrule'), ([(2632, 66, 9596), (10444, 76, 2632), (10444, 76, 10519)], 0.5458002, 'xrule'), ([(9596, 15, 6628), (6628, 83, 9596), (1124, 15, 6628), (10519, 48, 1124)], 0.54469967, 'xrule')]","(10519, 66, 9596)",1,[2.5140488],[22],"[(10823, 20, 8207), (10519, 43, 141), (1931, 76, 10519), (1931, 76, 3017), (8207, 160, 9596), (6706, 160, 9596), (10823, 20, 10519), (1189, 20, 8207), (10444, 76, 6706), (10519, 134, 4044), (9252, 24, 9596), (1189, 20, 10519), (6521, 92, 6706), (10444, 76, 10519), (10519, 134, 6521), (1124, 15, 9596), (3017, 66, 9596), (10519, 48, 1124), (4044, 92, 6706), (9252, 43, 141)]",2.5140488,22.0
22,6.9785805,"[([(4793, 17, 871), (4349, 43, 384), (4793, 43, 384)], 0.8288002, 'xrule'), ({(1081, 27, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.7991319169804105, 'baseline'), ([(7021, 19, 4649), (4649, 47, 7021), (4649, 47, 4349), (7021, 17, 871), (4349, 19, 4649)], 0.7637005, 'xrule'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.7200031734592021, 'baseline'), ([(4676, 17, 871), (5681, 27, 4676), (5681, 27, 4349)], 0.70300007, 'xrule'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 8, 7948)}, 0.6968832466278685, 'baseline'), ({(7948, 8, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6964693520164377, 'baseline'), ({(4349, 3, 7948), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6947851630999381, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 192, 8652)}, 0.6848173590098146, 'baseline'), ({(8652, 192, 4349), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6846490355173803, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (4349, 110, 494), (4349, 38, 3059)}, 0.6673746555247821, 'baseline'), ({(4649, 47, 4349), (4349, 85, 434), (3059, 12, 4349), (4349, 110, 494)}, 0.6663055866026262, 'baseline'), ({(4349, 8, 8652), (4649, 47, 4349), (4349, 85, 434), (4349, 110, 494)}, 0.6655941455680565, 'baseline'), ([(8652, 17, 871), (4649, 47, 4349), (4649, 47, 8652), (4349, 19, 4649), (8652, 19, 4649)], 0.62489986, 'xrule'), ([(4349, 43, 384), (12376, 17, 871), (12376, 43, 384)], 0.6201, 'xrule')]","(4349, 17, 871)",1,[5.8526483],[1],"[(4793, 17, 871), (11857, 110, 494), (4676, 17, 871), (4649, 47, 4349), (1081, 27, 12620), (7651, 19, 4649), (1081, 27, 4349), (4349, 85, 434), (5681, 27, 4676), (4349, 110, 494), (4649, 47, 7021), (9660, 17, 871), (5681, 27, 4349), (4349, 19, 4649), (7651, 17, 871), (7021, 19, 4649), (12620, 17, 871), (4349, 43, 384), (9660, 85, 434), (7021, 17, 871), (4793, 43, 384), (11857, 17, 871)]",5.8526483,1.0
16,6.9195323,"[([(6253, 25, 62), (6472, 25, 62), (6472, 31, 657)], 0.23820019, 'xrule'), ([(6253, 25, 62), (10386, 107, 657), (10386, 25, 62)], 0.2368002, 'xrule'), ([(5415, 25, 62), (5415, 31, 657), (6253, 25, 62), (657, 2, 5415)], 0.2361002, 'xrule'), ([(3277, 31, 657), (6253, 25, 62), (657, 2, 3277), (3277, 25, 62)], 0.23490047, 'xrule'), ([(1350, 31, 657), (1350, 28, 32), (657, 2, 1350), (6253, 28, 32), (6253, 13, 32)], 0.16340065, 'xrule'), ({(1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.14145092215988067, 'baseline'), ({(6253, 12, 3754), (1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488)}, 0.13784984795040064, 'baseline'), ({(6253, 12, 3754), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.12928680619055963, 'baseline'), ({(1659, 6, 6253), (6253, 31, 3823), (6253, 31, 4488), (6253, 26, 342)}, 0.1281576558465624, 'baseline'), ({(6253, 12, 3754), (6253, 31, 3823), (6253, 31, 4488), (6253, 26, 342)}, 0.12521938524739504, 'baseline'), ({(6253, 26, 342), (6253, 31, 3823), (6253, 31, 4488), (361, 6, 6253)}, 0.12144760330716774, 'baseline'), ({(6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488), (6253, 26, 342)}, 0.11483864029361601, 'baseline'), ({(1659, 6, 6253), (6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488)}, 0.11280540665969672, 'baseline'), ({(6253, 31, 3823), (6253, 31, 4488), (6253, 34, 90), (6253, 26, 342)}, 0.11111263469935394, 'baseline'), ({(6253, 31, 3823), (6253, 14, 2272), (6253, 31, 4488), (361, 6, 6253)}, 0.11103061871809691, 'baseline')]","(6253, 31, 657)",1,[6.5589347],[1],"[(1350, 31, 657), (3277, 31, 657), (3277, 25, 62), (1350, 28, 32), (5415, 31, 657), (657, 2, 1350), (10386, 107, 657), (6472, 25, 62), (6253, 25, 62), (657, 2, 5415), (5415, 25, 62), (6253, 28, 32), (657, 2, 3277), (6253, 13, 32), (6472, 31, 657), (10386, 25, 62)]",6.5589347,1.0
10,6.958826,"[({(3809, 154, 2438), (3809, 25, 62), (3809, 120, 791), (32, 15, 3809)}, 3.9314332537107775, 'baseline'), ({(3809, 25, 62), (3809, 120, 791), (32, 15, 3809)}, 2.0963879657902504, 'baseline'), ({(3809, 154, 2438), (3809, 25, 62), (3809, 120, 791)}, 2.0819173874323824, 'baseline'), ({(3809, 154, 2438), (3809, 120, 791), (32, 15, 3809)}, 2.0303469679536255, 'baseline'), ({(3809, 154, 2438), (3809, 25, 62), (32, 15, 3809)}, 1.4574895557433978, 'baseline'), ({(3809, 154, 2438), (3809, 111, 8335), (3809, 120, 791)}, 1.4364348102233333, 'baseline'), ({(3809, 25, 62), (3809, 111, 8335), (3809, 120, 791)}, 1.3213558798341594, 'baseline'), ({(3809, 154, 2438), (372, 83, 3809), (3809, 120, 791)}, 1.2806487670880744, 'baseline'), ({(3809, 120, 791), (3809, 111, 8335), (32, 15, 3809)}, 1.2558875663573326, 'baseline'), ({(3809, 154, 2438), (8335, 15, 3809), (3809, 120, 791)}, 1.216352042611266, 'baseline'), ([(9564, 120, 791), (9564, 33, 90), (3809, 120, 791)], 0.65649986, 'xrule'), ([(791, 25, 62), (90, 25, 62), (3809, 120, 791)], 0.59399986, 'xrule'), ([(90, 25, 62), (3809, 25, 62)], 0.57159996, 'xrule'), ([(9423, 120, 791), (9423, 33, 90), (3809, 120, 791)], 0.48829985, 'xrule'), ([(9009, 33, 90), (9009, 120, 791), (3809, 120, 791)], 0.47380018, 'xrule')]","(3809, 33, 90)",1,[4.7428226],[1],"[(13586, 33, 90), (32, 15, 3809), (90, 25, 62), (32, 206, 90), (14281, 33, 90), (13586, 154, 2438), (3809, 120, 791), (3809, 154, 2438), (14281, 120, 791), (3809, 25, 62)]",4.7428226,1.0
17,7.1839924,"[({(9122, 85, 434), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.4149351755726065, 'baseline'), ({(9122, 85, 434), (9122, 48, 32), (9122, 17, 393), (9122, 25, 62)}, 1.3401394498801034, 'baseline'), ({(9122, 85, 434), (9122, 43, 141), (9122, 17, 393), (9122, 48, 32)}, 1.324977935041891, 'baseline'), ({(9122, 48, 32), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.3036862014761819, 'baseline'), ({(9122, 85, 434), (9122, 17, 862), (9122, 17, 393), (9122, 25, 62)}, 1.1165743412431237, 'baseline'), ({(9122, 85, 434), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.1082926332209058, 'baseline'), ({(9122, 43, 141), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.0862694316907617, 'baseline'), ({(9122, 48, 32), (9122, 19, 929), (9122, 17, 393), (9122, 25, 62)}, 1.0633488225337353, 'baseline'), ({(9122, 85, 434), (9122, 17, 393), (9122, 25, 62), (9122, 19, 240)}, 1.0628958272404647, 'baseline'), ({(9122, 19, 240), (9122, 43, 141), (9122, 17, 393), (9122, 25, 62)}, 1.0588961170692341, 'baseline'), ([(4475, 25, 62), (4475, 17, 215), (9122, 25, 62)], 0.52759933, 'xrule'), ([(5065, 17, 215), (5065, 25, 62), (9122, 25, 62)], 0.49559975, 'xrule'), ([(2287, 17, 215), (2287, 25, 62), (9122, 25, 62)], 0.36849976, 'xrule'), ([(2141, 17, 215), (2141, 48, 32), (9122, 48, 32)], 0.32359982, 'xrule'), ([(9122, 85, 434), (2476, 85, 434), (2476, 17, 215)], 0.32269955, 'xrule')]","(9122, 17, 215)",1,[5.4659586],[1],"[(9122, 85, 434), (9122, 17, 862), (13109, 48, 32), (13205, 17, 393), (13109, 17, 215), (13205, 43, 141), (9122, 43, 141), (13205, 17, 215), (9122, 48, 32), (13738, 17, 215), (9660, 85, 434), (9660, 17, 215), (9122, 25, 62), (14213, 17, 862), (13738, 25, 62), (9122, 17, 393), (14213, 17, 215)]",5.4659586,1.0
17,6.8358297,"[({(2857, 10, 579), (2857, 182, 2192), (2554, 19, 2857), (1308, 19, 2857)}, 0.19736389383219485, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (1308, 19, 2857)}, 0.16830925199073027, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (4446, 19, 2857), (1308, 19, 2857)}, 0.16794780944474974, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (6958, 19, 2857), (1308, 19, 2857)}, 0.16587833616938935, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (2857, 47, 1369), (1308, 19, 2857)}, 0.1634397909463885, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (3995, 19, 2857), (1308, 19, 2857)}, 0.1605377599610973, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (8836, 19, 2857), (1308, 19, 2857)}, 0.15850357266855447, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (2857, 47, 5220), (1308, 19, 2857)}, 0.15540222377254417, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (8632, 19, 2857), (1308, 19, 2857)}, 0.15464786739151354, 'baseline'), ({(2857, 10, 579), (2857, 182, 2192), (6512, 19, 2857), (1308, 19, 2857)}, 0.1546364233136922, 'baseline'), ([(2465, 210, 2192), (2857, 182, 2192)], 0.06930065, 'xrule'), ([(1285, 27, 3973), (2465, 27, 3973), (2857, 10, 1285)], 0.040200233, 'xrule'), ([(2465, 27, 1308), (1308, 19, 2857)], 0.038700104, 'xrule'), ([(2465, 27, 2403), (358, 27, 2403), (2857, 10, 358)], 0.03789997, 'xrule'), ([(2465, 27, 2403), (9150, 27, 2403), (2857, 10, 9150)], 0.032999992, 'xrule')]","(2857, 10, 2465)",1,[6.3042455],[3],"[(2857, 10, 579), (2857, 182, 2192), (2857, 47, 1369), (4446, 19, 10033), (2465, 27, 2554), (1308, 19, 2857), (1054, 10, 2465), (4446, 19, 2857), (10033, 10, 2465), (1054, 47, 1369), (9820, 10, 579), (2465, 27, 1308), (6958, 19, 2857), (2465, 210, 2192), (2554, 19, 2857), (9820, 10, 2465), (2465, 27, 6958)]",6.3042455,3.0
21,7.234824,"[({(2634, 31, 5878), (2634, 31, 136), (2634, 31, 657), (2634, 30, 10464)}, 0.30061916628714125, 'baseline'), ({(2634, 31, 657), (2634, 13, 32), (2634, 31, 136), (2634, 30, 10464)}, 0.29039387017280655, 'baseline'), ({(2634, 11, 23), (2634, 31, 136), (2634, 31, 657), (2634, 30, 10464)}, 0.2661047388655619, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 147, 382), (2634, 30, 10464)}, 0.2641659190042802, 'baseline'), ({(2634, 31, 657), (2634, 13, 382), (2634, 31, 136), (2634, 30, 10464)}, 0.26319317120179264, 'baseline'), ({(2634, 31, 657), (2634, 13, 27), (2634, 31, 136), (2634, 30, 10464)}, 0.24481682071748886, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 30, 10464)}, 0.2442636895812282, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 13, 816), (2634, 30, 10464)}, 0.24390033969560546, 'baseline'), ({(2634, 31, 657), (2634, 86, 1485), (2634, 31, 136), (2634, 30, 10464)}, 0.24232963807255267, 'baseline'), ({(2634, 31, 657), (2634, 31, 136), (2634, 183, 904), (2634, 30, 10464)}, 0.2414465356144385, 'baseline'), ([(55, 25, 62), (55, 31, 844), (2634, 25, 62)], 0.1491003, 'xrule'), ([(4234, 25, 62), (4234, 31, 844), (2634, 25, 62)], 0.1451006, 'xrule'), ([(6242, 25, 62), (2634, 25, 62), (6242, 31, 844)], 0.14500046, 'xrule'), ([(6262, 31, 844), (6262, 25, 62), (2634, 25, 62)], 0.1437006, 'xrule'), ([(9242, 31, 844), (9242, 25, 62), (2634, 25, 62)], 0.1369009, 'xrule')]","(2634, 31, 844)",1,[6.5514174],[4],"[(2634, 31, 657), (2634, 30, 10464), (2634, 11, 23), (1635, 107, 844), (2634, 13, 32), (10590, 28, 382), (10590, 31, 844), (10464, 67, 844), (12938, 185, 32), (10359, 31, 844), (1635, 107, 657), (2634, 13, 382), (2634, 147, 382), (10359, 11, 23), (12938, 107, 844), (2634, 31, 5878), (5878, 2, 3071), (2634, 31, 136), (3457, 107, 844), (3071, 31, 844), (3457, 107, 136)]",6.5514174,4.0
16,7.8238983,"[([(7245, 38, 874), (874, 14, 160), (7245, 6, 874)], 1.0838995, 'xrule'), ([(2601, 100, 160), (7245, 24, 592), (2601, 66, 592), (7245, 66, 592)], 0.9148998, 'xrule'), ([(5649, 66, 592), (7245, 24, 592), (5649, 100, 160), (7245, 66, 592)], 0.85499954, 'xrule'), ([(7190, 14, 160), (7245, 6, 7190)], 0.84539986, 'xrule'), ([(7245, 8, 7550), (8164, 8, 7550), (7550, 8, 7245), (7550, 8, 8164), (8164, 100, 160)], 0.8345003, 'xrule'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7148)}, 0.13006405076502062, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7190)}, 0.12286285600049976, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 6278)}, 0.11905578814493652, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7190), (7245, 6, 7148)}, 0.11705307207327989, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 7148)}, 0.11543850141491248, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278)}, 0.11334804733584779, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 6278), (7245, 6, 7708)}, 0.11175159650505877, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 4354), (7245, 6, 7190)}, 0.10749534804559818, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7148)}, 0.10668853958476912, 'baseline'), ({(1253, 71, 7245), (7245, 6, 2440), (7245, 6, 7708), (7245, 6, 7148)}, 0.10595516398692988, 'baseline')]","(7245, 100, 160)",1,[7.953269],[1],"[(7245, 24, 592), (7190, 14, 160), (7245, 8, 7550), (7245, 6, 7190), (7245, 6, 874), (5649, 66, 592), (7550, 8, 7245), (7550, 8, 8164), (2601, 66, 592), (8164, 100, 160), (7245, 38, 874), (874, 14, 160), (5649, 100, 160), (8164, 8, 7550), (2601, 100, 160), (7245, 66, 592)]",7.953269,1.0
16,5.9059772,"[({(4794, 26, 64), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.4238257826281492, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 31, 2512), (11368, 6, 4794)}, 0.3776531634154622, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 34, 90), (11368, 6, 4794)}, 0.3752146181438734, 'baseline'), ({(4794, 28, 32), (4794, 11, 23), (4794, 34, 90), (11368, 6, 4794)}, 0.3725848611981223, 'baseline'), ({(4794, 28, 32), (4794, 11, 23), (4794, 31, 2512), (11368, 6, 4794)}, 0.37159971561275773, 'baseline'), ({(4794, 28, 32), (4794, 31, 2512), (4794, 34, 90), (11368, 6, 4794)}, 0.32533649737089115, 'baseline'), ({(604, 32, 4794), (4794, 26, 64), (4794, 28, 32), (11368, 6, 4794)}, 0.3203859739838363, 'baseline'), ({(4794, 26, 64), (4794, 28, 32), (4794, 74, 7395), (11368, 6, 4794)}, 0.3179345541013456, 'baseline'), ({(604, 32, 4794), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.313688796025753, 'baseline'), ({(4794, 74, 7395), (4794, 28, 32), (4794, 11, 23), (11368, 6, 4794)}, 0.3107910565857816, 'baseline'), ([(382, 15, 10569), (6276, 83, 10569), (4794, 86, 6276)], 0.2514, 'xrule'), ([(8289, 28, 382), (4794, 26, 342), (8289, 26, 342)], 0.2234993, 'xrule'), ([(4794, 26, 64), (8489, 26, 64), (8489, 193, 382)], 0.21469975, 'xrule'), ([(6472, 28, 382), (4794, 86, 6276), (6472, 86, 6276), (382, 2, 6472)], 0.21079922, 'xrule'), ([(7565, 48, 32), (7565, 6, 4794), (382, 218, 32), (382, 152, 32), (32, 218, 382)], 0.20459938, 'xrule')]","(4794, 28, 382)",1,[5.3071737],[2],"[(1883, 11, 23), (4794, 11, 23), (4794, 26, 64), (4794, 28, 32), (382, 15, 14059), (4794, 34, 90), (12112, 147, 382), (11368, 6, 4794), (11368, 66, 14059), (4794, 31, 2512), (382, 218, 32), (1883, 13, 382), (5472, 26, 64), (382, 234, 90), (12112, 31, 2512), (5472, 28, 382)]",5.3071737,2.0
13,7.1986084,"[({(268, 32, 5115), (268, 38, 5115), (5115, 12, 268), (5115, 86, 268)}, 1.1140194476893557, 'baseline'), ({(268, 32, 5115), (5115, 12, 268), (5115, 155, 13056), (5115, 86, 268)}, 0.7884703148011446, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 31, 1314), (5115, 86, 268)}, 0.7816200720860279, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 155, 13056), (5115, 86, 268)}, 0.7693739399799749, 'baseline'), ({(5115, 14, 160), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7619591220493662, 'baseline'), ({(5115, 26, 1098), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7604036791652261, 'baseline'), ({(268, 32, 5115), (268, 38, 5115), (5115, 26, 64), (5115, 86, 268)}, 0.7568970186880891, 'baseline'), ({(268, 32, 5115), (5115, 12, 268), (5115, 31, 1314), (5115, 86, 268)}, 0.7540216905798921, 'baseline'), ({(5115, 31, 136), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7474804382866187, 'baseline'), ({(5115, 34, 90), (268, 32, 5115), (268, 38, 5115), (5115, 86, 268)}, 0.7438097457795199, 'baseline'), ([(268, 32, 5115), (5115, 12, 268), (5115, 86, 268), (268, 143, 1044), (268, 38, 5115), (2316, 143, 1044)], 0.6268997, 'xrule'), ([(2316, 8, 268), (268, 207, 2316), (268, 32, 5115), (5115, 12, 268), (268, 8, 2316), (268, 38, 5115), (5115, 86, 268)], 0.58080006, 'xrule'), ([(268, 8, 2317), (2316, 8, 2317), (5115, 12, 268), (268, 38, 5115), (2317, 8, 2316), (2317, 3, 2316), (268, 32, 5115), (268, 207, 2317), (2317, 8, 268), (5115, 86, 268)], 0.5567999, 'xrule'), ([(268, 32, 5115), (5115, 12, 268), (1964, 8, 268), (268, 8, 1964), (268, 38, 5115), (1964, 8, 2316), (5115, 86, 268)], 0.5553999, 'xrule'), ([(268, 32, 5115), (5115, 12, 268), (268, 25, 62), (2316, 25, 62), (268, 38, 5115), (5115, 86, 268)], 0.4993, 'xrule')]","(5115, 86, 2316)",1,[6.0478964],[8],"[(2316, 83, 1327), (2604, 86, 2316), (5115, 12, 268), (268, 8, 2316), (268, 38, 5115), (5115, 31, 1314), (5115, 14, 160), (268, 32, 5115), (2604, 14, 160), (13056, 39, 1327), (5115, 155, 13056), (2604, 31, 1314), (5115, 86, 268)]",6.0478964,8.0
13,6.3773446,"[({(1081, 27, 3364), (1081, 27, 1082), (1081, 27, 5038), (1081, 27, 870)}, 0.3855419573697034, 'baseline'), ({(1081, 27, 3364), (1081, 27, 5038), (1081, 27, 870)}, 0.3258505277982773, 'baseline'), ({(1081, 27, 3364), (1081, 27, 4360), (1081, 27, 5038)}, 0.3193478994799643, 'baseline'), ({(1081, 27, 870), (1081, 27, 4360), (1081, 27, 5038)}, 0.31757644939018137, 'baseline'), ({(1081, 27, 3364), (1081, 27, 673), (1081, 27, 5038)}, 0.25886682763659935, 'baseline'), ({(1081, 27, 1082), (1081, 27, 5038), (1081, 27, 5174)}, 0.25716785681664384, 'baseline'), ({(1081, 27, 3364), (1081, 27, 1082), (1081, 27, 5038)}, 0.256224196098623, 'baseline'), ({(1081, 27, 870), (1081, 27, 1082), (1081, 27, 5038)}, 0.2550044466161076, 'baseline'), ({(1081, 27, 4360), (1081, 27, 1082), (1081, 27, 5038)}, 0.2548118044343518, 'baseline'), ({(1081, 27, 3364), (1081, 27, 5038), (1081, 27, 9219)}, 0.2530208040332129, 'baseline'), ([(3365, 12, 5038), (5038, 162, 3365), (3365, 12, 7303), (5038, 38, 3365), (7303, 162, 3365), (1081, 27, 5038)], 0.12230015, 'xrule'), ([(1081, 103, 3365), (3365, 12, 7303), (7303, 162, 3365)], 0.10700035, 'xrule'), ([(1994, 27, 7303), (1994, 27, 5038), (1081, 27, 5038)], 0.1036005, 'xrule'), ([(1910, 187, 3365), (3365, 1, 1910), (1081, 27, 1910), (1910, 145, 3365), (3365, 12, 7303), (1910, 38, 3365), (7303, 162, 3365)], 0.10109997, 'xrule'), ([(4991, 8, 7303), (1081, 27, 745), (745, 8, 4991), (7303, 8, 4991)], 0.094799995, 'xrule')]","(1081, 27, 7303)",1,[5.51547],[8],"[(7303, 8, 5038), (673, 8, 7303), (1081, 27, 1082), (1081, 27, 870), (1081, 27, 3364), (4991, 8, 1082), (1081, 27, 4360), (1081, 27, 673), (870, 3, 7303), (1081, 27, 5038), (7303, 8, 4991), (3364, 8, 7303), (4360, 8, 7303)]",5.51547,8.0
