original_score,new_score,prediction,new_scores,original_rank,exp_length,facts,new_rank,new_ranks,exp
8.017205,6.452219,"(10437, 43, 141)",[6.452219],1,12,"[({(10437, 48, 32), (10437, 19, 1060), (10437, 17, 2044), (10437, 39, 150)}, 3.295130066312291, 'baseline'), ({(10437, 39, 150), (10437, 24, 2607), (10437, 66, 2607), (10437, 48, 32)}, 2.980667331742724, 'baseline'), ({(10437, 39, 150), (10437, 48, 32), (10437, 17, 2044), (10437, 66, 2607)}, 2.4296199235336196, 'baseline'), ({(10437, 24, 2607), (10437, 17, 2044), (10437, 39, 150), (10437, 48, 32)}, 2.3204752241831827, 'baseline'), ({(10437, 39, 150), (10437, 48, 32), (10437, 19, 1060), (10437, 66, 2607)}, 2.2918130166629807, 'baseline'), ({(10437, 48, 32), (3644, 183, 10437), (10437, 17, 2044), (10437, 39, 150)}, 2.219473951942121, 'baseline'), ({(10437, 48, 32), (10437, 17, 2044), (10437, 39, 150)}, 2.1816917563496867, 'baseline'), ({(10437, 24, 2607), (10437, 19, 1060), (10437, 39, 150), (10437, 48, 32)}, 2.1618186123368814, 'baseline'), ({(10437, 24, 2607), (10437, 66, 2607), (10437, 48, 32)}, 2.1181970686107086, 'baseline'), ({(10437, 48, 32), (10437, 19, 1060), (10437, 39, 150)}, 2.0798154890321907, 'baseline')]",1.0,[1],"[(14350, 48, 32), (14350, 43, 141), (10437, 17, 2044), (11381, 39, 150), (10437, 48, 32), (10437, 19, 1060), (12810, 19, 1060), (12439, 43, 141), (12810, 43, 141), (11381, 43, 141), (10437, 39, 150), (12439, 17, 2044)]"
7.586446,7.68417,"(2611, 25, 62)",[7.68417],1,10,"[({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.6724448650780034, 'baseline'), ({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611), (1931, 76, 2611)}, 0.6066866359112211, 'baseline'), ({(2994, 20, 2611), (985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611)}, 0.588645978634555, 'baseline'), ({(5600, 20, 2611), (1271, 92, 2611), (985, 92, 2611), (1931, 76, 2611)}, 0.5858412224546513, 'baseline'), ({(2994, 20, 2611), (1271, 92, 2611), (985, 92, 2611), (5600, 20, 2611)}, 0.5782061057359901, 'baseline'), ({(985, 92, 2611), (2611, 41, 985), (6196, 76, 2611), (1271, 92, 2611)}, 0.5778704123846753, 'baseline'), ({(2611, 160, 249), (985, 92, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.5711489157238563, 'baseline'), ({(1271, 92, 2611), (2611, 41, 985), (985, 92, 2611), (5600, 20, 2611)}, 0.567915482938547, 'baseline'), ({(3651, 20, 2611), (985, 92, 2611), (1271, 92, 2611), (5600, 20, 2611)}, 0.5474076701580578, 'baseline'), ({(985, 92, 2611), (6196, 76, 2611), (1271, 92, 2611)}, 0.5268135498930966, 'baseline')]",1.0,[1],"[(7884, 25, 62), (985, 42, 8323), (1271, 92, 2611), (8323, 25, 62), (985, 92, 2611), (6196, 76, 2611), (5600, 20, 8323), (6196, 25, 62), (1271, 92, 7884), (5600, 20, 2611)]"
8.844319,8.584464,"(3120, 220, 6386)",[8.584464],1,12,"[({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 120, 791)}, 0.6841526480076605, 'baseline'), ({(3120, 120, 791), (3120, 25, 62), (3120, 220, 4005), (3120, 133, 32)}, 0.6477661576221913, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 120, 791)}, 0.6391668762031846, 'baseline'), ({(3120, 148, 7018), (3120, 25, 62), (3120, 220, 4005), (3120, 120, 791)}, 0.6378384078717142, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4599), (3120, 148, 7018)}, 0.6371384108748764, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 120, 791)}, 0.6308107817075363, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 4558), (3120, 148, 7018)}, 0.6287365400886659, 'baseline'), ({(3120, 25, 62), (3120, 148, 4599), (3120, 148, 4558), (3120, 220, 4005)}, 0.6272373639793372, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (3120, 148, 9623), (3120, 120, 791)}, 0.6202412091149231, 'baseline'), ({(3120, 25, 62), (3120, 220, 4005), (434, 161, 3120), (3120, 148, 7018)}, 0.6178503476138508, 'baseline')]",1.0,[1],"[(3120, 25, 62), (13463, 25, 62), (1269, 220, 4005), (7726, 120, 791), (434, 161, 3120), (10820, 220, 6386), (1269, 220, 6386), (434, 161, 10820), (3120, 220, 4005), (7726, 220, 6386), (13463, 220, 6386), (3120, 120, 791)]"
7.1964135,4.991929,"(13433, 17, 862)",[4.991929],1,12,"[({(9917, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.914745852652717, 'baseline'), ({(13433, 100, 4849), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.5297220984571362, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 3.3718994396703224, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160)}, 2.7866870802343304, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 43, 141), (13433, 100, 160)}, 2.0611392065259015, 'baseline'), ({(13433, 43, 141), (13433, 17, 967), (13433, 100, 160), (13433, 100, 14172)}, 2.0028563500845324, 'baseline'), ({(9917, 50, 13433), (13433, 100, 4849), (13433, 43, 141), (13433, 100, 160)}, 1.8821483530989287, 'baseline'), ({(8242, 50, 13433), (13433, 43, 141), (13433, 100, 4849), (13433, 100, 160)}, 1.72939832875019, 'baseline'), ({(8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7618933184678174, 'baseline'), ({(9917, 50, 13433), (8242, 50, 13433), (13433, 100, 4849), (13433, 100, 160)}, 0.7231131054331735, 'baseline')]",1.0,[1],"[(13433, 43, 141), (13433, 17, 967), (11393, 17, 862), (4417, 17, 862), (12400, 232, 160), (12400, 17, 862), (13433, 100, 160), (9917, 50, 11393), (9917, 50, 13433), (11333, 17, 862), (4417, 43, 141), (11333, 17, 967)]"
6.7144117,6.2297006,"(1551, 18, 10398)",[6.2297006],1,10,"[({(6448, 35, 1551), (6653, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09547905163687473, 'baseline'), ({(1551, 25, 62), (5745, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.0916481418751835, 'baseline'), ({(6448, 35, 1551), (5745, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09123233991110052, 'baseline'), ({(1551, 25, 62), (2617, 35, 1551), (6653, 35, 1551), (1551, 18, 1172)}, 0.09086612897315557, 'baseline'), ({(6448, 35, 1551), (2617, 35, 1551), (1551, 25, 62), (1551, 18, 1172)}, 0.09002212717313053, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172), (4733, 35, 1551)}, 0.08940796091786797, 'baseline'), ({(1551, 25, 62), (6653, 35, 1551), (7692, 35, 1551), (1551, 18, 1172)}, 0.08920005992661705, 'baseline'), ({(4461, 35, 1551), (1551, 25, 62), (6653, 35, 1551), (1551, 18, 1172)}, 0.08903793529288583, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (1551, 18, 1172), (4733, 35, 1551)}, 0.08891491127108288, 'baseline'), ({(6448, 35, 1551), (1551, 25, 62), (7692, 35, 1551), (1551, 18, 1172)}, 0.08879570197784523, 'baseline')]",2.0,[2],"[(6653, 35, 1551), (1551, 18, 1172), (1551, 25, 62), (6653, 35, 1161), (854, 18, 10398), (6448, 35, 1551), (1161, 25, 62), (854, 18, 1172), (6448, 35, 1161), (1161, 18, 10398)]"
8.074702,7.6851454,"(6053, 48, 32)",[7.6851454],1,6,"[({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5682678655618021, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 8619)}, 0.5330105257028362, 'baseline'), ({(6053, 77, 12242), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5256519746165208, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 38, 9994)}, 0.5225744675155933, 'baseline'), ({(8619, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.5207205246435509, 'baseline'), ({(6053, 85, 434), (10512, 8, 6053), (6053, 66, 2274), (6053, 24, 6277)}, 0.5147972533791201, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 77, 558)}, 0.5136537978560065, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 8, 10512)}, 0.5125456283455903, 'baseline'), ({(6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277), (6053, 3, 7677)}, 0.5079231688678048, 'baseline'), ({(558, 77, 6053), (6053, 85, 434), (6053, 66, 2274), (6053, 24, 6277)}, 0.49660210093603224, 'baseline')]",1.0,[1],"[(434, 161, 32), (6053, 24, 6277), (6053, 66, 2274), (32, 15, 6277), (32, 15, 2274), (6053, 85, 434)]"
5.7034497,5.5052495,"(7744, 13, 2046)",[5.5052495],1,12,"[({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 1304)}, 0.11380962571884415, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.11066822251804563, 'baseline'), ({(7744, 13, 4474), (7744, 13, 993), (7744, 13, 1304), (7744, 13, 816)}, 0.10926155286065652, 'baseline'), ({(7744, 13, 1304), (7744, 13, 4474), (7744, 13, 2091), (7744, 13, 816)}, 0.10847381790425799, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1280), (7744, 13, 2091), (7744, 13, 1304)}, 0.10809902391080428, 'baseline'), ({(7744, 13, 1304), (7744, 13, 993), (7744, 13, 2091), (7744, 13, 816)}, 0.10612396439000375, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 1304)}, 0.10329059798227237, 'baseline'), ({(7744, 13, 4474), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.10226921279186153, 'baseline'), ({(7744, 13, 4474), (7744, 13, 1304), (7744, 13, 331), (7744, 13, 816)}, 0.10012344558495759, 'baseline'), ({(7744, 13, 1304), (7744, 13, 2091), (7744, 13, 331), (7744, 13, 816)}, 0.09858421518445494, 'baseline')]",4.0,[4],"[(1097, 13, 1304), (7744, 13, 2091), (7744, 13, 1304), (1097, 13, 2046), (8586, 13, 2046), (9283, 13, 2046), (11033, 37, 4474), (9283, 13, 2091), (7744, 13, 4474), (7744, 13, 993), (8586, 13, 993), (11033, 37, 2046)]"
7.9445515,6.663891,"(4819, 85, 434)",[6.663891],1,11,"[({(4819, 17, 243), (4819, 43, 141), (4819, 82, 2456), (4819, 48, 1124)}, 2.134527312139546, 'baseline'), ({(4819, 43, 141), (4819, 17, 3482), (4819, 17, 243), (4819, 48, 1124)}, 1.8784938727716642, 'baseline'), ({(4819, 43, 141), (4819, 82, 7859), (4819, 17, 243), (4819, 48, 1124)}, 1.8746562871129644, 'baseline'), ({(4819, 43, 141), (4819, 202, 4168), (4819, 17, 243), (4819, 48, 1124)}, 1.8744393261663894, 'baseline'), ({(4819, 43, 141), (7942, 22, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.8607536220461427, 'baseline'), ({(4819, 43, 141), (4819, 19, 759), (4819, 17, 243), (4819, 48, 1124)}, 1.8110028141589496, 'baseline'), ({(4819, 43, 141), (4819, 17, 243), (4819, 48, 1124)}, 1.7105866249728832, 'baseline'), ({(4819, 43, 141), (4819, 224, 3784), (4819, 17, 243), (4819, 48, 1124)}, 1.7043205075494443, 'baseline'), ({(4819, 43, 141), (9618, 155, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.702467995090532, 'baseline'), ({(4819, 43, 141), (2118, 21, 4819), (4819, 17, 243), (4819, 48, 1124)}, 1.6681948456750681, 'baseline')]",1.0,[1],"[(4819, 43, 141), (10328, 85, 434), (4819, 48, 1124), (434, 161, 1124), (14148, 43, 141), (4819, 17, 243), (14148, 85, 434), (4819, 82, 2456), (11015, 82, 2456), (10328, 17, 243), (11015, 85, 434)]"
6.1227975,6.2521315,"(1759, 10, 6825)",[6.2521315],1,10,"[({(1759, 47, 2934), (1759, 7, 5031), (1759, 10, 1256), (1759, 10, 9617)}, 0.0480819148982323, 'baseline'), ({(1759, 7, 5031), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.047876398073084, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (7641, 30, 1759), (1759, 10, 9617)}, 0.046524087846228634, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 7641), (1759, 10, 9617)}, 0.044770757634405536, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 3828), (1759, 10, 9617)}, 0.04431490129228978, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 10, 9617), (1759, 7, 7504)}, 0.043459932283034415, 'baseline'), ({(1759, 47, 2934), (1759, 10, 1256), (7641, 30, 1759), (1759, 10, 9617)}, 0.04321102328496247, 'baseline'), ({(1759, 47, 2934), (2934, 19, 1759), (1759, 10, 1256), (1759, 10, 9617)}, 0.04318718142497795, 'baseline'), ({(1759, 10, 1256), (2934, 19, 1759), (7641, 30, 1759), (1759, 10, 9617)}, 0.04164365957671215, 'baseline'), ({(1759, 10, 1256), (1759, 7, 5031), (1759, 7, 2670), (1759, 10, 9617)}, 0.04160122102992267, 'baseline')]",2.0,[2],"[(6825, 27, 2934), (6825, 103, 5031), (1759, 7, 5031), (5136, 10, 1256), (1759, 47, 2934), (574, 10, 6825), (1759, 10, 9617), (5136, 10, 6825), (1759, 10, 1256), (574, 10, 9617)]"
6.9438825,6.7183084,"(5090, 85, 434)",[6.7183084],1,6,"[({(5090, 48, 382), (5090, 66, 249), (5090, 48, 308)}, 0.5122399757135222, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 77, 4974), (5090, 48, 308)}, 0.5064955183637507, 'baseline'), ({(5090, 8, 2422), (5090, 66, 249), (5090, 48, 382), (5090, 48, 308)}, 0.502079529443035, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (6989, 3, 5090), (5090, 48, 308)}, 0.4883075184925895, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 3666), (5090, 48, 308)}, 0.48648266264074574, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 8, 5090), (5090, 48, 308)}, 0.48590950438741237, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (3666, 3, 5090), (5090, 48, 308)}, 0.48420290419530165, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 3, 3666), (5090, 48, 308)}, 0.4837108082513803, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (5090, 8, 2053), (5090, 48, 308)}, 0.4818554348227275, 'baseline'), ({(5090, 48, 382), (5090, 66, 249), (2053, 8, 5090), (5090, 48, 308)}, 0.4812865680607924, 'baseline')]",1.0,[1],"[(434, 161, 308), (434, 161, 382), (434, 161, 249), (5090, 48, 308), (5090, 48, 382), (5090, 66, 249)]"
8.100239,7.4281626,"(2348, 82, 1771)",[7.4281626],1,12,"[({(2348, 17, 862), (2348, 100, 160), (2348, 17, 215), (2348, 48, 32)}, 1.158293779059401, 'baseline'), ({(8037, 149, 2348), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.132607514315899, 'baseline'), ({(2348, 17, 862), (2348, 100, 160), (2348, 66, 1327), (2348, 48, 32)}, 1.117570930939989, 'baseline'), ({(2348, 43, 384), (2348, 100, 160), (2348, 17, 862), (2348, 48, 32)}, 1.058467917243765, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 100, 160)}, 1.0548105762178197, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 100, 160)}, 1.051679663346495, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 17, 215), (2348, 48, 32)}, 1.0489626450924896, 'baseline'), ({(2348, 17, 862), (8037, 149, 2348), (2348, 66, 1327), (2348, 48, 32)}, 1.0287409344143446, 'baseline'), ({(2348, 66, 1327), (2348, 17, 862), (2348, 17, 215), (2348, 100, 160)}, 1.0259323634619268, 'baseline'), ({(2348, 17, 871), (2348, 17, 862), (2348, 17, 215), (2348, 48, 32)}, 1.022721342023403, 'baseline')]",1.0,[1],"[(2348, 17, 215), (8370, 48, 32), (160, 70, 9095), (9481, 17, 862), (8370, 82, 1771), (2348, 100, 160), (2348, 48, 32), (9481, 82, 1771), (8733, 82, 1771), (8733, 17, 215), (9095, 18, 1771), (2348, 17, 862)]"
7.7511554,7.5573664,"(166, 19, 559)",[7.5573664],1,8,"[({(166, 8, 1040), (166, 8, 663), (166, 8, 1193), (4412, 8, 166)}, 0.06045345494495261, 'baseline'), ({(166, 8, 1040), (166, 8, 7785), (166, 8, 1193), (4412, 8, 166)}, 0.058577577588286404, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.058160821919834675, 'baseline'), ({(166, 8, 1040), (166, 8, 663), (166, 8, 7785), (4412, 8, 166)}, 0.05551914405984805, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.055078546477693245, 'baseline'), ({(166, 8, 1040), (2186, 8, 166), (166, 8, 663), (4412, 8, 166)}, 0.05404857821832515, 'baseline'), ({(2186, 8, 166), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.05340580176746618, 'baseline'), ({(7057, 8, 166), (166, 8, 1040), (166, 8, 1193), (4412, 8, 166)}, 0.051364938707416596, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 663), (4412, 8, 166)}, 0.0513153476336432, 'baseline'), ({(166, 38, 1301), (166, 8, 1040), (166, 8, 7785), (4412, 8, 166)}, 0.049966852174804635, 'baseline')]",1.0,[1],"[(1040, 19, 559), (166, 8, 663), (559, 47, 1193), (166, 8, 1193), (4412, 8, 166), (4412, 19, 559), (663, 19, 559), (166, 8, 1040)]"
6.5151615,6.386321,"(2719, 41, 570)",[6.386321],1,8,"[({(2719, 41, 310), (2719, 41, 597), (2719, 41, 210), (2719, 41, 138)}, 0.30193142212067414, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 138), (2719, 41, 212)}, 0.2948122433336064, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.29187683374156737, 'baseline'), ({(2719, 41, 310), (2719, 41, 597), (2719, 41, 2556), (2719, 41, 138)}, 0.2916489055813666, 'baseline'), ({(2719, 41, 597), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.288781206937913, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 138)}, 0.26414970654557585, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 138), (2719, 41, 212)}, 0.2628689219307082, 'baseline'), ({(2719, 41, 310), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25592140448231754, 'baseline'), ({(2719, 41, 210), (2719, 41, 2556), (2719, 41, 138), (2719, 41, 212)}, 0.25200943240539936, 'baseline'), ({(2719, 41, 310), (2719, 41, 210), (2719, 41, 2556), (2719, 41, 212)}, 0.2147798942548941, 'baseline')]",4.0,[4],"[(2719, 41, 310), (2719, 41, 210), (570, 9, 597), (210, 9, 570), (138, 9, 570), (2719, 41, 138), (310, 75, 570), (2719, 41, 597)]"
8.216557,7.8483963,"(1843, 28, 32)",[7.8483963],1,7,"[({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (1843, 106, 3373)}, 0.3440208847166695, 'baseline'), ({(4057, 38, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.33402160942242803, 'baseline'), ({(6371, 6, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.3262205534489171, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (1843, 183, 4593), (410, 32, 1843)}, 0.3225994520629773, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843)}, 0.3032799176403628, 'baseline'), ({(2355, 6, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.2968759945553522, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (4593, 38, 1843)}, 0.2883358410094129, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (9791, 6, 1843), (410, 32, 1843)}, 0.286615412557164, 'baseline'), ({(2355, 38, 1843), (1843, 86, 410), (410, 32, 1843), (1843, 34, 90)}, 0.282139818913965, 'baseline'), ({(1843, 34, 90), (1843, 86, 410), (410, 32, 1843), (1843, 12, 2355)}, 0.2785377910174203, 'baseline')]",1.0,[1],"[(1843, 86, 410), (32, 139, 90), (410, 32, 1843), (3373, 135, 32), (410, 16, 32), (1843, 34, 90), (1843, 106, 3373)]"
7.1832814,6.990227,"(4660, 107, 4)",[6.990227],1,11,"[({(4660, 107, 658), (4660, 107, 136), (4491, 103, 4660), (1794, 2, 4660)}, 0.2939577511486999, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (4649, 7, 4660)}, 0.27190307875607767, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (4649, 7, 4660)}, 0.2705650737213899, 'baseline'), ({(4660, 107, 658), (4660, 1, 3551), (1794, 2, 4660), (4491, 103, 4660)}, 0.25123886355995667, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (5119, 103, 4660)}, 0.24931720983416497, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (1469, 7, 4660)}, 0.24919323214685737, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (4660, 1, 3551), (1794, 2, 4660)}, 0.24911884555049243, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (5119, 103, 4660)}, 0.24873832952081715, 'baseline'), ({(4660, 107, 658), (4660, 107, 136), (1794, 2, 4660), (1469, 7, 4660)}, 0.24705890899773794, 'baseline'), ({(4660, 107, 658), (4491, 103, 4660), (1794, 2, 4660), (4660, 30, 1827)}, 0.24487785586712524, 'baseline')]",1.0,[1],"[(4660, 107, 136), (4491, 103, 4660), (11264, 107, 658), (1794, 2, 4660), (4660, 107, 658), (3349, 107, 4), (9520, 31, 136), (11264, 107, 4), (9520, 31, 4), (4491, 103, 3349), (1794, 2, 11264)]"
6.4405465,5.450097,"(786, 35, 12545)",[5.450097],1,8,"[({(786, 35, 7125), (786, 64, 471), (786, 35, 12986), (471, 64, 786)}, 0.16138176177740646, 'baseline'), ({(786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.16113762114369828, 'baseline'), ({(786, 35, 7125), (6448, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.1603160306877362, 'baseline'), ({(786, 64, 471), (786, 35, 12986), (786, 35, 7125)}, 0.15936283324043723, 'baseline'), ({(786, 35, 7125), (3282, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.1590156957685724, 'baseline'), ({(786, 64, 6448), (786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.15882734506523052, 'baseline'), ({(786, 35, 7125), (513, 64, 786), (471, 64, 786), (786, 35, 12986)}, 0.15845255110963796, 'baseline'), ({(786, 64, 857), (786, 35, 7125), (786, 35, 12986), (471, 64, 786)}, 0.15844063017873886, 'baseline'), ({(786, 35, 7125), (786, 64, 471), (6448, 64, 786), (786, 35, 12986)}, 0.1582284376133326, 'baseline'), ({(786, 35, 7125), (786, 35, 12986), (471, 64, 786), (786, 64, 513)}, 0.15810302947282961, 'baseline')]",4.0,[4],"[(786, 64, 471), (786, 35, 7125), (471, 64, 786), (857, 35, 12545), (857, 35, 7125), (12986, 58, 12545), (471, 35, 12545), (786, 35, 12986)]"
7.7915053,7.4428835,"(13197, 5, 9)",[7.4428835],1,6,"[({(11, 130, 13197), (399, 130, 13197), (13197, 4, 399), (13197, 5, 11)}, 0.49558262304373846, 'baseline'), ({(11, 130, 13197), (399, 130, 13197), (13197, 5, 399), (13197, 5, 11)}, 0.49540523964081107, 'baseline'), ({(11, 130, 13197), (13197, 4, 11), (13197, 5, 399), (13197, 5, 11)}, 0.46354298041620534, 'baseline'), ({(13197, 4, 11), (399, 130, 13197), (13197, 4, 399), (13197, 5, 11)}, 0.4184542120257513, 'baseline'), ({(11, 130, 13197), (13197, 4, 399), (13197, 5, 399), (13197, 5, 11)}, 0.4179125250177145, 'baseline'), ({(13197, 4, 11), (399, 130, 13197), (13197, 5, 399), (13197, 5, 11)}, 0.41742996580592373, 'baseline'), ({(11, 130, 13197), (117, 130, 13197), (399, 130, 13197), (13197, 5, 11)}, 0.413262409003375, 'baseline'), ({(11, 130, 13197), (399, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.3485985214612212, 'baseline'), ({(11, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.1818113730238786, 'baseline'), ({(399, 130, 13197), (13197, 5, 117), (13197, 5, 11)}, 0.1434765263983704, 'baseline')]",2.0,[2],"[(9, 178, 11), (11, 130, 13197), (399, 130, 13197), (9, 178, 399), (13197, 5, 11), (13197, 4, 399)]"
7.577811,7.7543387,"(4093, 85, 434)",[7.7543387],1,2,"[({(4093, 224, 6217)}, -0.00284810835034806, 'baseline'), ({(4093, 45, 3366)}, -0.004548509636036165, 'baseline'), ({(3366, 45, 4093)}, -0.004568060002868685, 'baseline'), ({(6464, 45, 4093)}, -0.004986246191490037, 'baseline'), ({(3366, 45, 4093), (4093, 45, 3366)}, -0.007217844083668875, 'baseline'), ({(4093, 45, 3366), (4093, 224, 6217)}, -0.007647474361295121, 'baseline'), ({(3366, 45, 4093), (4093, 224, 6217)}, -0.007962663692497636, 'baseline'), ({(4093, 224, 6217), (6464, 45, 4093)}, -0.00797458463607004, 'baseline'), ({(4093, 45, 3366), (6464, 45, 4093)}, -0.00950904660683358, 'baseline'), ({(4093, 45, 5572)}, -0.00977702909162909, 'baseline')]",1.0,[1],"[(4093, 224, 6217), (434, 161, 6217)]"
