new_score,new_ranks,prediction,facts,new_scores,exp_length,original_rank,exp,new_rank,original_score
5.731825,[1],"(7426, 11, 8038)","[({(7426, 3, 666)}, 0.14369873252469548, 'baseline'), ({(7426, 3, 39)}, 0.12405494891538449, 'baseline'), ({(7426, 3, 58)}, 0.07759384344763727, 'baseline'), ({(7426, 3, 40)}, 0.06882003972972654, 'baseline'), ({(7426, 3, 185)}, 0.0663652820620737, 'baseline'), ({(7426, 8, 7427)}, 0.05690960120010452, 'baseline'), ({(7426, 8, 7429)}, 0.05420784183751479, 'baseline'), ({(7426, 1, 65)}, 0.05031398961259609, 'baseline'), ({(7426, 4, 1577)}, 0.04653553195997189, 'baseline'), ({(7426, 3, 218)}, 0.04571632575530044, 'baseline')]",[5.731825],13,1,"[(7426, 3, 666), (24904, 3, 39), (7426, 3, 39), (19270, 3, 58), (7426, 3, 58), (24904, 11, 8038), (25640, 3, 185), (25640, 11, 8038), (7426, 3, 185), (19270, 11, 8038), (24904, 3, 40), (7426, 3, 40), (19270, 3, 666)]",1.0,6.6888194
6.2486916,[2],"(6394, 9, 3917)","[([(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 2586)], 0.6541004, 'xrule'), ([(25754, 9, 3917), (6394, 3, 9), (25754, 3, 9)], 0.6316004, 'xrule'), ([(25754, 3, 113), (25754, 9, 3917), (6394, 3, 113)], 0.6243, 'xrule'), ([(25754, 9, 3917), (6394, 3, 78), (25754, 3, 78)], 0.61139965, 'xrule'), ([(6394, 3, 10), (25754, 9, 3917), (25754, 3, 10)], 0.6104002, 'xrule'), ({(6394, 3, 2586)}, 0.1287975712717724, 'baseline'), ({(6394, 3, 113)}, 0.10958866314539563, 'baseline'), ({(6394, 3, 9)}, 0.10251049240349745, 'baseline'), ({(6394, 3, 2593)}, 0.09871486857376476, 'baseline'), ({(6394, 4, 66)}, 0.06923202704309357, 'baseline'), ({(6394, 2, 68)}, 0.03705124088814355, 'baseline'), ({(6394, 3, 220)}, 0.029304544405370624, 'baseline'), ({(6394, 3, 479)}, 0.025993387161460574, 'baseline'), ({(6394, 2, 31)}, 0.02371792027622066, 'baseline'), ({(6394, 3, 476)}, 0.02145199010687552, 'baseline')]",[6.2486916],11,1,"[(6394, 3, 2586), (25754, 9, 3917), (25754, 3, 9), (6394, 3, 78), (6394, 3, 10), (25754, 3, 2586), (6394, 3, 113), (25754, 3, 78), (25754, 3, 113), (6394, 3, 9), (25754, 3, 10)]",2.0,8.089542
5.9760456,[3],"(7868, 11, 6729)","[([(18756, 11, 6729), (18756, 1, 65), (7868, 1, 65)], 0.12129974, 'xrule'), ([(18336, 11, 6729), (18336, 1, 65), (7868, 1, 65)], 0.11049938, 'xrule'), ([(8140, 11, 6729), (8140, 1, 65), (7868, 1, 65)], 0.1079998, 'xrule'), ([(25076, 11, 6729), (25076, 1, 65), (7868, 1, 65)], 0.10610008, 'xrule'), ([(22154, 11, 6729), (22154, 1, 65), (7868, 1, 65)], 0.10439968, 'xrule'), ({(7868, 1, 65)}, 0.0704813404026351, 'baseline'), ({(7868, 3, 801)}, 0.05524734683159541, 'baseline'), ({(7868, 3, 149)}, 0.051169435473266474, 'baseline'), ({(7868, 3, 3304)}, 0.04840187262782368, 'baseline'), ({(7868, 3, 649)}, 0.044637720094650495, 'baseline'), ({(7868, 11, 7869)}, 0.03758625215114368, 'baseline'), ({(7868, 3, 1790)}, 0.03236202423518688, 'baseline'), ({(7868, 3, 2977)}, 0.031644861184838634, 'baseline'), ({(7868, 3, 39)}, 0.030170480666087025, 'baseline'), ({(7868, 3, 2979)}, 0.03000644870048326, 'baseline')]",[5.9760456],11,1,"[(7868, 1, 65), (18756, 11, 6729), (18756, 1, 65), (8140, 11, 6729), (22154, 1, 65), (22154, 11, 6729), (18336, 11, 6729), (25076, 11, 6729), (8140, 1, 65), (18336, 1, 65), (25076, 1, 65)]",3.0,7.079462
6.7707996,[1],"(6115, 11, 6729)","[([(6115, 3, 138), (15932, 3, 138), (15932, 11, 6729)], 0.1427002, 'xrule'), ([(15932, 4, 66), (15932, 11, 6729), (6115, 4, 66)], 0.13119984, 'xrule'), ([(15932, 3, 40), (15932, 11, 6729), (6115, 3, 40)], 0.13090038, 'xrule'), ([(15932, 2, 30), (15932, 11, 6729), (6115, 2, 30)], 0.12880039, 'xrule'), ([(15932, 11, 6729), (6115, 3, 212), (15932, 3, 212)], 0.121500015, 'xrule'), ({(6115, 3, 213)}, 0.10211757853765635, 'baseline'), ({(6115, 3, 227)}, 0.09807972150933084, 'baseline'), ({(6115, 3, 226)}, 0.09293178754258233, 'baseline'), ({(6115, 3, 212)}, 0.05686287115062855, 'baseline'), ({(6115, 2, 132)}, 0.04996113010991748, 'baseline'), ({(6115, 3, 149)}, 0.04553608130846747, 'baseline'), ({(6115, 2, 209)}, 0.04212192720564613, 'baseline'), ({(6115, 3, 39)}, 0.030665437674931625, 'baseline'), ({(6115, 2, 31)}, 0.02606395907993642, 'baseline'), ({(6115, 3, 6)}, 0.0213489932468761, 'baseline')]",[6.7707996],11,1,"[(15932, 4, 66), (15932, 3, 40), (15932, 2, 30), (6115, 3, 138), (6115, 3, 212), (15932, 3, 138), (15932, 3, 212), (6115, 4, 66), (15932, 11, 6729), (6115, 3, 40), (6115, 2, 30)]",1.0,7.6898937
6.6145635,[2],"(6263, 9, 9452)","[([(6263, 3, 2132), (23688, 9, 9452), (23688, 3, 2132)], 0.18859959, 'xrule'), ([(6263, 3, 40), (23688, 9, 9452), (23688, 3, 40)], 0.16819954, 'xrule'), ([(23688, 9, 9452), (6263, 3, 732), (23688, 3, 732)], 0.16359997, 'xrule'), ([(23688, 3, 9), (23688, 9, 9452), (6263, 3, 9)], 0.16020012, 'xrule'), ([(6263, 3, 732), (13640, 3, 732), (13640, 9, 9452)], 0.15749931, 'xrule'), ({(6263, 3, 2034)}, 0.0783195896078417, 'baseline'), ({(6263, 2, 729)}, 0.06806854438812436, 'baseline'), ({(6263, 3, 2702)}, 0.06264404485203508, 'baseline'), ({(6263, 1, 65)}, 0.04037670325158429, 'baseline'), ({(6263, 3, 41)}, 0.030531923223064892, 'baseline'), ({(6263, 3, 78)}, 0.02882198517544893, 'baseline'), ({(6263, 3, 9)}, 0.02852348512199555, 'baseline'), ({(6263, 3, 14)}, 0.027161638222693053, 'baseline'), ({(6263, 3, 10)}, 0.016563455555445746, 'baseline'), ({(6263, 3, 731)}, 0.01518348880420625, 'baseline')]",[6.6145635],11,1,"[(6263, 3, 732), (6263, 3, 9), (23688, 9, 9452), (23688, 3, 9), (23688, 3, 732), (13640, 3, 732), (6263, 3, 2132), (6263, 3, 40), (23688, 3, 40), (13640, 9, 9452), (23688, 3, 2132)]",2.0,7.2706003
7.742881,[1],"(5834, 9, 1470)","[([(24537, 2, 1166), (24537, 9, 1470), (5834, 2, 1166)], 0.2152996, 'xrule'), ([(14803, 9, 1470), (14803, 2, 1166), (5834, 2, 1166)], 0.2038002, 'xrule'), ({(5834, 2, 1166)}, 0.19436744913769055, 'baseline'), ([(5834, 3, 6), (17908, 3, 6), (17908, 9, 1470)], 0.17140007, 'xrule'), ([(5834, 3, 6), (24537, 3, 6), (24537, 9, 1470)], 0.16629982, 'xrule'), ([(17908, 3, 40), (5834, 3, 40), (17908, 9, 1470)], 0.15740013, 'xrule'), ({(5834, 2, 789)}, 0.12382511341723532, 'baseline'), ({(5834, 3, 1177)}, 0.10636142926906172, 'baseline'), ({(5834, 3, 1171)}, 0.1056480808927497, 'baseline'), ({(5834, 3, 46)}, 0.08935550880774629, 'baseline'), ({(5834, 3, 6)}, 0.08778385354439254, 'baseline'), ({(5834, 3, 40)}, 0.07956890298839558, 'baseline'), ({(5834, 3, 34)}, 0.0641985339810625, 'baseline'), ({(5834, 3, 35)}, 0.06291202734191313, 'baseline'), ({(5834, 3, 39)}, 0.05501274295422757, 'baseline')]",[7.742881],11,1,"[(14803, 9, 1470), (5834, 2, 1166), (24435, 9, 1470), (24537, 2, 1166), (17908, 3, 6), (14803, 2, 1166), (24435, 2, 1166), (5834, 3, 6), (24537, 3, 6), (17908, 9, 1470), (24537, 9, 1470)]",1.0,8.630572
9.2870865,[1],"(7610, 9, 7903)","[([(7610, 3, 1005), (22486, 3, 1005), (22486, 9, 7903)], 0.16720009, 'xrule'), ([(7610, 3, 1123), (22486, 3, 1123), (22486, 9, 7903)], 0.16049957, 'xrule'), ([(22486, 9, 7903), (7610, 2, 1323), (22486, 2, 1323)], 0.16009998, 'xrule'), ([(22486, 3, 40), (22486, 9, 7903), (7610, 3, 40)], 0.15320015, 'xrule'), ([(7610, 3, 1005), (16201, 9, 7903), (16201, 3, 1005)], 0.13980007, 'xrule'), ({(7610, 3, 1123)}, 0.1035185261287654, 'baseline'), ({(7610, 3, 39)}, 0.0581703586338261, 'baseline'), ({(7610, 3, 3734)}, 0.05393890569711373, 'baseline'), ({(7610, 3, 4088)}, 0.038742105445818346, 'baseline'), ({(7610, 3, 1339)}, 0.037503282532233735, 'baseline'), ({(7610, 2, 1189)}, 0.0368767184922992, 'baseline'), ({(7610, 3, 2221)}, 0.034436265881256235, 'baseline'), ({(7610, 3, 479)}, 0.02257637210605512, 'baseline'), ({(7610, 3, 1192)}, 0.02004722781164205, 'baseline'), ({(7610, 3, 9)}, 0.01646045869410171, 'baseline')]",[9.2870865],11,1,"[(22486, 3, 40), (22486, 3, 1123), (16201, 3, 1005), (7610, 3, 1005), (7610, 2, 1323), (22486, 9, 7903), (7610, 3, 40), (7610, 3, 1123), (16201, 9, 7903), (22486, 3, 1005), (22486, 2, 1323)]",1.0,9.556608
6.009858,[6],"(7628, 12, 8676)","[([(7628, 3, 279), (16674, 3, 279), (16674, 12, 8676)], 0.32219982, 'xrule'), ([(16674, 3, 7), (7628, 3, 7), (16674, 12, 8676)], 0.2939005, 'xrule'), ([(16674, 3, 40), (7628, 3, 40), (16674, 12, 8676)], 0.27180004, 'xrule'), ([(16674, 3, 6), (7628, 3, 6), (16674, 12, 8676)], 0.2585001, 'xrule'), ({(7628, 3, 279)}, 0.24418167358392018, 'baseline'), ([(7628, 3, 279), (20054, 3, 279), (20054, 12, 8676)], 0.24410057, 'xrule'), ({(7628, 3, 7)}, 0.18853191594374566, 'baseline'), ({(7628, 3, 40)}, 0.13701538290725418, 'baseline'), ({(7628, 3, 184)}, 0.12281040393160297, 'baseline'), ({(7628, 2, 30)}, 0.04871467777943342, 'baseline'), ({(7628, 4, 66)}, 0.048376123371797815, 'baseline'), ({(7628, 2, 31)}, 0.04439453313507971, 'baseline'), ({(7628, 8, 7393)}, 0.038390199595575894, 'baseline'), ({(7628, 3, 177)}, 0.033669511777626275, 'baseline'), ({(7628, 3, 7629)}, -0.0016526776172552196, 'baseline')]",[6.009858],10,2,"[(7628, 3, 279), (16674, 3, 6), (16674, 3, 279), (7628, 3, 40), (16674, 3, 40), (8676, 3, 279), (7628, 3, 7), (16674, 3, 7), (7628, 3, 6), (16674, 12, 8676)]",6.0,8.142027
5.126973,[1],"(5067, 11, 7984)","[([(8486, 11, 7984), (8486, 3, 278), (5067, 3, 278)], 1.0783005, 'xrule'), ([(5067, 3, 39), (19846, 3, 39), (19846, 11, 7984)], 0.9801998, 'xrule'), ([(18459, 11, 7984), (18459, 3, 9), (5067, 3, 9)], 0.97039986, 'xrule'), ([(13697, 11, 7984), (13697, 3, 9), (5067, 3, 9)], 0.9698, 'xrule'), ([(8486, 3, 185), (8486, 11, 7984), (5067, 3, 185)], 0.8708, 'xrule'), ({(5067, 3, 40)}, 0.08967403606096741, 'baseline'), ({(5067, 3, 6)}, 0.0795345707019972, 'baseline'), ({(5067, 3, 10)}, 0.0758190555546245, 'baseline'), ({(5067, 2, 30)}, 0.06565288733442394, 'baseline'), ({(5067, 3, 41)}, 0.06460956764269114, 'baseline'), ({(5067, 3, 278)}, 0.05719570347113026, 'baseline'), ({(5067, 3, 9)}, 0.054571191767698375, 'baseline'), ({(5067, 2, 31)}, 0.053924600604509744, 'baseline'), ({(5067, 2, 68)}, 0.05288891029422062, 'baseline'), ({(5067, 3, 192)}, 0.04908374972924543, 'baseline')]",[5.126973],13,1,"[(5067, 3, 39), (18459, 11, 7984), (19846, 11, 7984), (18459, 3, 9), (8486, 11, 7984), (5067, 3, 9), (8486, 3, 185), (19846, 3, 39), (8486, 3, 278), (5067, 3, 278), (13697, 3, 9), (5067, 3, 185), (13697, 11, 7984)]",1.0,5.666048
7.6068935,[1],"(6766, 9, 11980)","[([(22042, 9, 11980), (6766, 3, 629), (22042, 3, 629)], 0.27719975, 'xrule'), ([(22042, 9, 11980), (6766, 2, 2083), (22042, 2, 2083)], 0.25940037, 'xrule'), ([(22042, 9, 11980), (22042, 3, 630), (6766, 3, 630)], 0.25629997, 'xrule'), ([(6766, 3, 629), (23486, 3, 629), (23486, 9, 11980)], 0.23810005, 'xrule'), ([(6766, 2, 2082), (24095, 9, 11980), (24095, 2, 2082)], 0.23050022, 'xrule'), ({(6766, 3, 629)}, 0.21132568586907993, 'baseline'), ({(6766, 2, 2083)}, 0.17537407134706978, 'baseline'), ({(6766, 3, 630)}, 0.15321640221934774, 'baseline'), ({(6766, 2, 2082)}, 0.1416082784475141, 'baseline'), ({(6766, 3, 1417)}, 0.10659221843683472, 'baseline'), ({(6766, 3, 5562)}, 0.10427192882549456, 'baseline'), ({(6766, 3, 2905)}, 0.10112766463701499, 'baseline'), ({(6766, 3, 479)}, 0.0509500903785628, 'baseline'), ({(6766, 4, 66)}, 0.033081094685889934, 'baseline'), ({(6766, 3, 40)}, 0.024514238336389972, 'baseline')]",[7.6068935],12,1,"[(6766, 3, 630), (23486, 3, 629), (23486, 9, 11980), (22042, 3, 629), (22042, 9, 11980), (22042, 3, 630), (24095, 9, 11980), (24095, 2, 2082), (6766, 2, 2083), (6766, 3, 629), (22042, 2, 2083), (6766, 2, 2082)]",1.0,8.600188
7.2534494,[1],"(5200, 11, 7869)","[([(22455, 11, 7869), (22455, 2, 266), (5200, 2, 266)], 0.41969967, 'xrule'), ([(8525, 11, 7869), (8525, 2, 31), (5200, 2, 31)], 0.27460003, 'xrule'), ([(13848, 11, 7869), (13848, 2, 31), (5200, 2, 31)], 0.26010036, 'xrule'), ([(23442, 2, 31), (23442, 11, 7869), (5200, 2, 31)], 0.23929977, 'xrule'), ([(20211, 11, 7869), (5200, 2, 266), (20211, 2, 266)], 0.23700047, 'xrule'), ({(5200, 3, 75)}, 0.0698385638961778, 'baseline'), ({(5200, 3, 1112)}, 0.0684662265790677, 'baseline'), ({(5200, 3, 1552)}, 0.05487541387033673, 'baseline'), ({(5200, 2, 30)}, 0.05066684910170385, 'baseline'), ({(5200, 3, 628)}, 0.04057411381512147, 'baseline'), ({(5200, 3, 706)}, 0.03872398564975116, 'baseline'), ({(5200, 1, 1054)}, 0.03594974705479695, 'baseline'), ({(5200, 2, 31)}, 0.03584293553152431, 'baseline'), ({(5200, 2, 171)}, 0.031425516108539456, 'baseline'), ({(5200, 3, 38)}, 0.017261545136694194, 'baseline')]",[7.2534494],12,2,"[(8525, 11, 7869), (13848, 11, 7869), (23442, 11, 7869), (5200, 2, 266), (22455, 2, 266), (8525, 2, 31), (5200, 2, 31), (13848, 2, 31), (23442, 2, 31), (20211, 11, 7869), (22455, 11, 7869), (20211, 2, 266)]",1.0,6.3907385
7.233274,[1],"(6246, 11, 90)","[([(6246, 3, 6), (17331, 11, 90), (17331, 3, 6)], 1.5476999, 'xrule'), ([(6246, 3, 6), (18260, 3, 6), (18260, 11, 90)], 1.2063999, 'xrule'), ([(6246, 3, 6), (23082, 11, 90), (23082, 3, 6)], 0.91569996, 'xrule'), ([(6246, 3, 6), (14491, 11, 90), (14491, 3, 6)], 0.78049946, 'xrule'), ([(6246, 3, 6), (19035, 11, 90), (19035, 3, 6)], 0.67809963, 'xrule'), ({(6246, 3, 92)}, 0.0994129581780411, 'baseline'), ({(6246, 3, 6)}, 0.09789852335316772, 'baseline'), ({(6246, 3, 149)}, 0.07322410776557332, 'baseline'), ({(6246, 3, 40)}, 0.06791404914195794, 'baseline'), ({(6246, 4, 66)}, 0.06606964299332985, 'baseline'), ({(6246, 3, 91)}, 0.0559626026035844, 'baseline'), ({(6246, 2, 30)}, 0.04627231788023391, 'baseline'), ({(6246, 2, 31)}, 0.036018411593099875, 'baseline'), ({(6246, 2, 172)}, 0.028803865386762644, 'baseline'), ({(6246, 1, 1034)}, 0.028731386162830545, 'baseline')]",[7.233274],11,1,"[(17331, 11, 90), (18260, 11, 90), (23082, 3, 6), (14491, 11, 90), (14491, 3, 6), (18260, 3, 6), (19035, 11, 90), (19035, 3, 6), (17331, 3, 6), (6246, 3, 6), (23082, 11, 90)]",1.0,6.5092406
3.2708197,[39],"(5305, 12, 9444)","[([(9442, 3, 94), (9442, 12, 9444), (5305, 3, 94)], 2.7465997, 'xrule'), ([(9442, 12, 9444), (5305, 3, 6), (9442, 3, 6)], 2.646, 'xrule'), ([(9442, 3, 41), (5305, 3, 41), (9442, 12, 9444)], 2.6448998, 'xrule'), ([(9442, 12, 9444), (5305, 3, 1952), (9442, 3, 1952)], 2.5489998, 'xrule'), ([(5305, 2, 30), (9442, 2, 30), (9442, 12, 9444)], 2.5313997, 'xrule'), ({(5305, 3, 94)}, 0.30721763890170734, 'baseline'), ({(5305, 3, 41)}, 0.17259506439391192, 'baseline'), ({(5305, 3, 5314)}, 0.1573038503464151, 'baseline'), ({(5305, 3, 6)}, 0.14031128135501159, 'baseline'), ({(5305, 3, 1952)}, 0.1293383046210235, 'baseline'), ({(5305, 3, 5315)}, 0.09530166822135488, 'baseline'), ({(5305, 2, 30)}, 0.07897190283866147, 'baseline'), ({(5305, 2, 31)}, 0.05586246681077849, 'baseline'), ({(5305, 3, 285)}, 0.052719156210643624, 'baseline')]",[3.2708197],11,1,"[(5305, 2, 30), (9442, 3, 6), (9442, 12, 9444), (9442, 3, 41), (5305, 3, 6), (5305, 3, 41), (9442, 2, 30), (9442, 3, 1952), (5305, 3, 1952), (9442, 3, 94), (5305, 3, 94)]",39.0,7.808302
6.0683103,[1],"(4952, 11, 7869)","[([(4952, 3, 6), (15349, 11, 7869), (15349, 3, 6)], 0.3942995, 'xrule'), ([(25566, 3, 6), (4952, 3, 6), (25566, 11, 7869)], 0.26410007, 'xrule'), ([(4952, 3, 6), (24235, 3, 6), (24235, 11, 7869)], 0.2600994, 'xrule'), ([(4952, 3, 6), (17022, 3, 6), (17022, 11, 7869)], 0.24919987, 'xrule'), ([(4952, 3, 6), (24925, 11, 7869), (24925, 3, 6)], 0.22769928, 'xrule'), ({(4952, 1, 941)}, 0.13535265174376562, 'baseline'), ({(4952, 2, 30)}, 0.08153585626001376, 'baseline'), ({(4952, 2, 31)}, 0.07690958215990235, 'baseline'), ({(4952, 3, 75)}, 0.07037691307084769, 'baseline'), ({(4952, 3, 38)}, 0.06411079594919657, 'baseline'), ({(4952, 3, 706)}, 0.03548864550922732, 'baseline'), ({(4952, 3, 880)}, 0.03153471179993136, 'baseline'), ({(4952, 3, 176)}, 0.025208990035163113, 'baseline'), ({(4952, 3, 1310)}, 0.015530149425803075, 'baseline'), ({(4952, 3, 267)}, 0.008397619182685178, 'baseline')]",[6.0683103],11,1,"[(24235, 11, 7869), (4952, 3, 6), (17022, 11, 7869), (15349, 11, 7869), (25566, 11, 7869), (15349, 3, 6), (25566, 3, 6), (24235, 3, 6), (24925, 11, 7869), (24925, 3, 6), (17022, 3, 6)]",1.0,5.530306
