exp,original_score,new_ranks,exp_length,new_rank,new_score,prediction,original_rank,facts,new_scores
"[(2780, 220, 6386), (10954, 148, 4558), (6423, 156, 11080), (434, 161, 3120), (3120, 148, 9623), (2780, 122, 5293), (10820, 220, 6386), (10954, 148, 9623), (10954, 220, 6386), (6423, 220, 6386), (434, 161, 10820), (3120, 156, 11080), (5293, 160, 3120), (3120, 148, 4558)]",0.828163743019104,[1],14,1.0,0.9233613610267639,"(3120, 220, 6386)",1,"[({(3120, 148, 4558)}, 0.12356125110101503, 'baseline'), ({(3120, 156, 11080)}, 0.11852288535073972, 'baseline'), ({(434, 161, 3120)}, 0.09219782335457441, 'baseline'), ({(5293, 160, 3120)}, 0.08300894033510646, 'baseline'), ({(3120, 148, 9623)}, 0.06888386142800361, 'baseline'), ({(3120, 220, 4005)}, 0.0612869886829034, 'baseline'), ({(3120, 148, 4599)}, 0.05301662811170513, 'baseline'), ({(3120, 148, 7018)}, 0.0495743927997418, 'baseline'), ([(3120, 220, 4005), (866, 220, 4005), (866, 220, 6386)], 0.010700002, 'xrule'), ([(3120, 220, 4005), (2806, 220, 4005), (2806, 220, 6386)], 0.0099, 'xrule'), ([(3120, 156, 11080), (6423, 220, 6386), (6423, 156, 11080)], 0.007100001, 'xrule'), ([(3120, 220, 4005), (7971, 220, 6386), (7971, 220, 4005)], 0.006000001, 'xrule'), ({(4508, 24, 3120)}, 0.004691059642158822, 'baseline'), ([(3120, 220, 4005), (6423, 220, 4005), (6423, 220, 6386)], 0.0029000007, 'xrule'), ({(3120, 120, 791)}, -0.061139051834111224, 'baseline')]",[0.9233613610267639]
"[(1619, 8, 4928), (4928, 3, 667), (4928, 3, 1619), (1619, 8, 2539), (6283, 3, 2539), (667, 3, 4928), (2539, 8, 6283), (4928, 8, 1691), (1691, 3, 4928), (667, 3, 2539), (2539, 3, 5298), (4928, 3, 6283), (2539, 8, 1691), (1691, 3, 2539), (1619, 3, 4928), (2539, 3, 6283), (536, 47, 4928), (4928, 19, 536), (4928, 8, 1619), (6283, 8, 4928), (4928, 8, 667), (6283, 8, 2539), (667, 8, 4928), (2539, 8, 1619), (5298, 19, 536), (667, 8, 2539), (2539, 8, 667), (4928, 8, 6283), (1691, 8, 2539)]",0.9856534600257874,[1],29,1.0,0.8187642097473145,"(2539, 19, 536)",1,"[([(4928, 3, 667), (4928, 8, 667), (667, 8, 4928), (667, 3, 4928), (667, 8, 2539), (667, 3, 2539), (2539, 8, 667), (536, 47, 4928), (4928, 19, 536)], 0.12919998, 'xrule'), ([(1691, 3, 2539), (4928, 8, 1691), (1691, 8, 2539), (1691, 3, 4928), (536, 47, 4928), (4928, 19, 536), (2539, 8, 1691)], 0.07789999, 'xrule'), ([(1619, 8, 4928), (1619, 3, 4928), (4928, 8, 1619), (4928, 3, 1619), (1619, 8, 2539), (2539, 8, 1619), (536, 47, 4928), (4928, 19, 536)], 0.058699965, 'xrule'), ({(2539, 3, 5298)}, 0.03365602246421346, 'baseline'), ([(6283, 8, 4928), (6283, 8, 2539), (6283, 3, 2539), (2539, 8, 6283), (2539, 3, 6283), (536, 47, 4928), (4928, 8, 6283), (4928, 3, 6283), (4928, 19, 536)], 0.031199992, 'xrule'), ([(536, 47, 3445), (3445, 19, 536), (2539, 48, 32), (3445, 48, 32)], 0.027999997, 'xrule'), ({(6524, 8, 2539)}, 0.010964333034943763, 'baseline'), ({(8615, 3, 2539)}, 0.01087285854116363, 'baseline'), ({(667, 3, 2539)}, -0.003133327749445972, 'baseline'), ({(8511, 8, 2539)}, -0.004853949913139321, 'baseline'), ({(1691, 8, 2539)}, -0.009399660908175709, 'baseline'), ({(2539, 8, 1591)}, -0.017645050813238215, 'baseline'), ({(4928, 8, 2539)}, -0.027999469094294405, 'baseline'), ({(1619, 8, 2539)}, -0.028118261188278322, 'baseline'), ({(6283, 3, 2539)}, -0.029006564071947242, 'baseline'), ({(2539, 8, 2134)}, -0.057014905862828806, 'baseline'), ({(7517, 3, 2539)}, -0.06371684839446691, 'baseline'), ({(2539, 8, 6524)}, -0.0653032558029257, 'baseline'), ({(7922, 8, 2539)}, -0.0886480556558537, 'baseline'), ({(1691, 3, 2539)}, -0.11038436450847651, 'baseline'), ({(2134, 8, 2539)}, -0.14551780077388551, 'baseline'), ({(2539, 3, 7922)}, -0.15299484583053083, 'baseline'), ({(2539, 3, 8511)}, -0.16008559315580875, 'baseline'), ({(2539, 8, 6283)}, -0.2607534716791269, 'baseline'), ({(2539, 8, 7009)}, -0.2679189930293671, 'baseline')]",[0.8187642097473145]
"[(1707, 31, 205), (1075, 13, 2600), (205, 2, 1707), (1707, 13, 2600), (205, 2, 4381), (3655, 2, 1707), (10402, 38, 1075), (4381, 86, 10402), (3655, 2, 4381), (1075, 13, 2091), (3655, 207, 10402), (1707, 13, 2091), (4381, 31, 205), (1075, 12, 10402)]",0.5459656119346619,[2],14,2.0,0.2496565580368042,"(1707, 86, 10402)",1,"[([(1707, 31, 205), (4381, 31, 205), (205, 2, 1707), (205, 2, 4381), (4381, 86, 10402)], 0.16289997, 'xrule'), ([(3655, 2, 1707), (4381, 86, 10402), (3655, 2, 4381)], 0.03729999, 'xrule'), ([(10402, 38, 1075), (1707, 13, 2091), (1075, 12, 10402), (1075, 13, 2091)], 0.026600003, 'xrule'), ([(1707, 13, 2600), (1075, 13, 2600), (10402, 38, 1075), (1075, 12, 10402)], 0.022300005, 'xrule'), ({(3655, 2, 1707)}, 0.004967419877403189, 'baseline'), ({(1707, 86, 1938)}, 0.004440804918599464, 'baseline'), ({(1314, 2, 1707)}, 0.004195656565388401, 'baseline'), ({(1707, 116, 1684)}, 0.004174747467120711, 'baseline'), ({(1707, 13, 4474)}, 0.003347479441258159, 'baseline'), ({(1121, 7, 1707)}, 0.0032661600898449233, 'baseline'), ({(1707, 13, 2046)}, 0.0018112030055522565, 'baseline'), ({(1707, 30, 1250)}, 0.0018086565929248143, 'baseline'), ({(6986, 6, 1707)}, 0.0016678384759461345, 'baseline'), ({(1707, 31, 1314)}, 0.001498645579764409, 'baseline'), ({(1707, 13, 32)}, 0.0013703703227829621, 'baseline'), ({(1707, 13, 816)}, 0.0012656794335647436, 'baseline'), ({(371, 7, 1707)}, 0.00097016754455876, 'baseline'), ({(1707, 136, 6402)}, 0.0003568254911698146, 'baseline'), ({(1707, 11, 23)}, 0.0003229220888448577, 'baseline'), ({(1707, 13, 75)}, -0.00039899913222590593, 'baseline'), ({(1707, 13, 331)}, -0.0016171201632564937, 'baseline'), ({(1707, 13, 1405)}, -0.003900372001446853, 'baseline'), ({(1707, 12, 1684)}, -0.005716964154927743, 'baseline'), ([(3655, 2, 1075), (10402, 38, 1075), (3655, 2, 1707), (1075, 12, 10402)], -0.008700013, 'xrule'), ({(1707, 14, 5334)}, -0.013437233006657216, 'baseline')]",[0.2496565580368042]
"[(10441, 8, 7870), (10441, 17, 862), (4051, 17, 862), (4018, 3, 7870), (4018, 17, 862), (3666, 8, 7870), (4051, 21, 7870), (3666, 17, 862), (7870, 8, 4018)]",0.8808958530426025,[1],9,1.0,0.9515681266784668,"(7870, 17, 862)",1,"[({(7870, 8, 4018)}, 0.4352407278779416, 'baseline'), ({(4018, 3, 7870)}, 0.21075312369469731, 'baseline'), ({(4051, 21, 7870)}, 0.17392025450618304, 'baseline'), ({(3666, 8, 7870)}, 0.13320646728300153, 'baseline'), ({(10441, 8, 7870)}, 0.1155779763272053, 'baseline'), ({(7870, 39, 12413)}, 0.1151427730080923, 'baseline'), ({(7870, 38, 7566)}, 0.11139799199060824, 'baseline'), ({(7870, 8, 10441)}, 0.07324482036167054, 'baseline'), ({(7870, 3, 10441)}, 0.036993036919937584, 'baseline'), ([(497, 17, 862), (7870, 17, 393), (497, 17, 393)], 0.0011, 'xrule'), ([(7870, 85, 434), (2824, 85, 434), (2824, 17, 862)], -0.0056999996, 'xrule'), ([(7870, 85, 434), (11819, 85, 434), (11819, 17, 862)], -0.006000001, 'xrule'), ([(7870, 85, 434), (7858, 17, 862), (7858, 85, 434)], -0.012400001, 'xrule'), ([(7870, 85, 434), (1371, 17, 862), (1371, 85, 434)], -0.032500003, 'xrule'), ({(7870, 6, 7458)}, -0.12144728458935587, 'baseline')]",[0.9515681266784668]
"[(2682, 123, 5868), (5868, 53, 5606), (985, 42, 5606), (985, 92, 13295), (4931, 48, 32), (4931, 8, 9730), (2008, 45, 5606), (13295, 160, 32), (2682, 48, 32), (2008, 48, 32), (9730, 8, 5606), (5606, 45, 2008)]",0.9029479622840881,[1],12,1.0,0.8808008432388306,"(5606, 48, 32)",1,"[({(9730, 8, 5606)}, 0.32731739815989963, 'baseline'), ({(5606, 45, 2008)}, 0.1789361641524399, 'baseline'), ({(5868, 53, 5606)}, 0.13669786893788421, 'baseline'), ({(2008, 45, 5606)}, 0.10883555845233021, 'baseline'), ({(985, 42, 5606)}, 0.10428951223969614, 'baseline'), ({(2912, 42, 5606)}, 0.0960324807367387, 'baseline'), ({(5606, 25, 62)}, 0.09241817431184601, 'baseline'), ({(5206, 8, 5606)}, 0.09011528920980644, 'baseline'), ({(10069, 76, 5606)}, 0.08950827555705042, 'baseline'), ({(5606, 66, 6175)}, 0.07336096000600555, 'baseline'), ([(11843, 25, 62), (5606, 25, 62), (32, 15, 11843)], -0.048299998, 'xrule'), ([(12466, 17, 789), (12466, 48, 32), (5606, 17, 789)], -0.051500008, 'xrule'), ([(4362, 25, 62), (4362, 48, 32), (5606, 25, 62)], -0.05430001, 'xrule'), ([(5281, 25, 62), (5606, 25, 62), (32, 15, 5281)], -0.06230001, 'xrule'), ([(4291, 25, 62), (5606, 25, 62), (4291, 48, 32)], -0.0635, 'xrule')]",[0.8808008432388306]
"[(5913, 25, 62), (7388, 85, 434), (3645, 25, 62), (7388, 43, 141), (7388, 17, 60), (5766, 17, 60), (7388, 38, 2609), (7388, 19, 4213), (4898, 25, 62), (6733, 25, 62), (3645, 38, 2609), (5913, 43, 141), (4898, 85, 434), (6733, 19, 4213), (5766, 25, 62)]",0.9848781228065491,[1],15,1.0,0.9785610437393188,"(7388, 25, 62)",1,"[([(5913, 43, 141), (7388, 43, 141), (5913, 25, 62)], 0.10769999, 'xrule'), ([(7388, 85, 434), (4898, 25, 62), (4898, 85, 434)], 0.050000012, 'xrule'), ([(5766, 17, 60), (7388, 17, 60), (5766, 25, 62)], 0.03370002, 'xrule'), ({(7388, 38, 2609)}, 0.020200352162434994, 'baseline'), ({(7388, 19, 4213)}, 0.018455128115371065, 'baseline'), ({(7388, 85, 434)}, 0.017215709135798802, 'baseline'), ([(7388, 17, 1002), (4898, 17, 1002), (4898, 25, 62)], 0.016600013, 'xrule'), ({(7388, 19, 6725)}, 0.008522014090143025, 'baseline'), ([(4898, 25, 62), (7388, 43, 141), (4898, 43, 141)], 0.006700009, 'xrule'), ({(7388, 138, 7264)}, 0.005407492605040264, 'baseline'), ({(7388, 8, 3645)}, 0.003482441397951305, 'baseline'), ({(7388, 41, 138)}, 0.003180901477594339, 'baseline'), ({(7388, 43, 141)}, 0.002898673472431301, 'baseline'), ({(268, 76, 7388)}, 0.0007247132446904752, 'baseline'), ({(1741, 76, 7388)}, -0.0025888281318488895, 'baseline')]",[0.9785610437393188]
"[(32, 234, 90), (1886, 66, 1327), (3078, 48, 32), (1992, 28, 32), (593, 101, 160), (32, 139, 90), (1886, 100, 160), (13953, 213, 90), (1992, 34, 90), (593, 166, 90), (3078, 8, 1886), (1886, 8, 3078), (3078, 3, 1886), (3078, 6, 503), (32, 206, 90), (1886, 48, 32), (1886, 3, 3078), (503, 34, 90), (593, 108, 90), (13953, 83, 1327), (1992, 13, 32)]",0.9854287505149841,[1],21,1.0,0.9917877316474915,"(1886, 60, 90)",1,"[([(593, 108, 90), (1886, 100, 160), (593, 166, 90), (593, 101, 160)], 0.03489998, 'xrule'), ([(1992, 34, 90), (1886, 48, 32), (1992, 28, 32), (1992, 13, 32)], 0.03129998, 'xrule'), ({(1886, 8, 3078)}, 0.021502177183955105, 'baseline'), ([(3078, 8, 1886), (32, 139, 90), (3078, 3, 1886), (32, 206, 90), (32, 234, 90), (1886, 8, 3078), (1886, 3, 3078), (3078, 48, 32)], 0.019499987, 'xrule'), ({(1886, 66, 1327)}, 0.014938394517935112, 'baseline'), ({(3078, 8, 1886)}, 0.01470802254238419, 'baseline'), ({(1886, 48, 32)}, 0.005941609822371355, 'baseline'), ([(1886, 48, 32), (8193, 34, 90), (8193, 28, 32), (8193, 13, 32)], 0.0024999976, 'xrule'), ({(1886, 19, 1126)}, 0.0015394491736047129, 'baseline'), ({(1886, 6, 4752)}, -0.0029328065528711465, 'baseline'), ({(1886, 77, 4140)}, -0.0031704502430531445, 'baseline'), ({(1886, 100, 160)}, -0.006215472738751314, 'baseline'), ({(1886, 3, 3078)}, -0.006777544535966565, 'baseline'), ({(1886, 6, 5105)}, -0.007121940200037032, 'baseline'), ([(2615, 48, 32), (1886, 48, 32), (2615, 60, 90)], -0.008600026, 'xrule')]",[0.9917877316474915]
"[(5617, 194, 5616), (4083, 156, 2849), (5617, 156, 2849), (5616, 33, 90), (5617, 194, 1044), (90, 25, 62), (4355, 24, 5617), (11683, 127, 1044), (1044, 144, 5617), (5015, 25, 62), (5617, 127, 1044), (1044, 15, 11683), (4083, 25, 62), (11683, 25, 62), (4083, 156, 1503), (5015, 22, 4355), (5617, 156, 1503)]",0.9959683418273926,[1],17,1.0,0.9840326905250549,"(5617, 25, 62)",1,"[({(5617, 156, 1503)}, 0.022648136074261218, 'baseline'), ([(11683, 127, 1044), (1044, 144, 5617), (5617, 127, 1044), (1044, 15, 11683), (11683, 25, 62), (5617, 194, 1044)], 0.01730001, 'xrule'), ({(5617, 156, 2849)}, 0.015774826461214177, 'baseline'), ({(4355, 24, 5617)}, 0.01441816515319265, 'baseline'), ({(5617, 194, 5616)}, 0.009050230462781311, 'baseline'), ({(4355, 66, 5617)}, 0.008490483244776123, 'baseline'), ({(6304, 163, 5617)}, 0.0038737458767988658, 'baseline'), ({(1014, 37, 5617)}, 0.0032143396523729322, 'baseline'), ({(5616, 190, 5617)}, 0.0029153032034563214, 'baseline'), ({(5351, 24, 5617)}, 0.002496580562595867, 'baseline'), ({(427, 66, 5617)}, 0.002234558526471134, 'baseline'), ([(5617, 133, 32), (984, 48, 32), (32, 15, 5617), (984, 25, 62)], -0.008899987, 'xrule'), ([(5617, 133, 32), (12863, 16, 32), (32, 15, 5617), (12863, 25, 62)], -0.009900004, 'xrule'), ([(5617, 133, 32), (416, 25, 62), (32, 15, 5617), (416, 48, 32)], -0.036300004, 'xrule'), ([(5617, 133, 32), (32, 15, 5617), (10473, 48, 32), (10473, 25, 62)], -0.0492, 'xrule')]",[0.9840326905250549]
"[(2832, 24, 2033), (1652, 156, 2849), (1014, 37, 5676), (1014, 37, 7971), (2832, 66, 2033), (2033, 156, 2849), (434, 161, 5676), (1502, 156, 4922), (2033, 156, 4922), (434, 161, 2033), (2033, 148, 1922), (1014, 37, 1502), (1014, 37, 1652), (7971, 148, 1922), (1014, 37, 2780), (2832, 224, 2780)]",0.9408588409423828,[8],16,8.0,0.6897760033607483,"(1014, 37, 2033)",1,"[({(1014, 37, 5676)}, 0.06483648251308759, 'baseline'), ({(1014, 37, 1502)}, 0.008882801026334137, 'baseline'), ({(1014, 37, 7971)}, 0.0048636001826635, 'baseline'), ([(1652, 156, 2849), (2033, 156, 2849), (1014, 37, 1652)], -0.01820001, 'xrule'), ([(2832, 24, 2033), (1014, 37, 2780), (2832, 66, 2033), (2832, 224, 2780)], -0.01969999, 'xrule'), ({(1014, 37, 11436)}, -0.03454901747592017, 'baseline'), ({(1014, 37, 3426)}, -0.03633727599420797, 'baseline'), ([(2780, 148, 2034), (1014, 37, 2780), (2033, 148, 2034)], -0.061399996, 'xrule'), ([(1652, 148, 4558), (2033, 148, 4558), (1014, 37, 1652)], -0.07680002, 'xrule'), ({(1014, 37, 8464)}, -0.08842380809268342, 'baseline'), ({(1014, 37, 13808)}, -0.08933957381907413, 'baseline'), ([(1652, 148, 2034), (2033, 148, 2034), (1014, 37, 1652)], -0.09169999, 'xrule'), ({(1014, 37, 7726)}, -0.1191757516232398, 'baseline'), ({(1014, 37, 10117)}, -0.13575996909624857, 'baseline'), ({(1014, 37, 2224)}, -0.1414821341840891, 'baseline'), ({(1014, 37, 2055)}, -0.15712388305965982, 'baseline'), ({(1014, 37, 4921)}, -0.16462769059092058, 'baseline'), ({(1014, 37, 2697)}, -0.16863318230191593, 'baseline'), ({(1014, 37, 13168)}, -0.1792621209357785, 'baseline'), ({(1014, 37, 9431)}, -0.1857856704840491, 'baseline'), ({(1014, 37, 592)}, -0.18708064097319085, 'baseline'), ({(1014, 37, 352)}, -0.2023959947803957, 'baseline'), ({(1014, 37, 2320)}, -0.20349951518376305, 'baseline'), ({(1014, 37, 4464)}, -0.2196197104780072, 'baseline'), ({(1014, 37, 9676)}, -0.23769410366347254, 'baseline')]",[0.6897760033607483]
"[(7059, 46, 259), (7246, 207, 5632), (5632, 16, 32), (1697, 207, 3679), (2728, 16, 32), (268, 207, 7059), (268, 207, 5632), (3679, 46, 259), (7246, 46, 259), (5089, 46, 259), (1697, 207, 5632), (5089, 19, 929), (2728, 46, 259), (5632, 19, 929)]",0.7034265398979187,[1],14,1.0,0.6842159032821655,"(5632, 46, 259)",1,"[({(5632, 19, 929)}, 0.3746652421396509, 'baseline'), ({(1697, 207, 5632)}, 0.24786498736096352, 'baseline'), ({(7246, 207, 5632)}, 0.2457257915087255, 'baseline'), ({(268, 207, 5632)}, 0.23236392022629368, 'baseline'), ({(5632, 16, 32)}, 0.16722513294979638, 'baseline'), ({(6728, 207, 5632)}, 0.1352945669856393, 'baseline'), ({(4604, 86, 5632)}, 0.099646012355734, 'baseline'), ({(5632, 3, 410)}, 0.09266097380349003, 'baseline'), ({(5632, 38, 618)}, 0.08464575840417375, 'baseline'), ({(10132, 8, 5632)}, 0.07244954537769642, 'baseline')]",[0.6842159032821655]
"[(7703, 102, 3894), (7703, 6, 7221), (7221, 31, 163), (820, 6, 3894), (9247, 26, 1098), (3894, 97, 5092), (5092, 31, 163), (3894, 26, 1098), (9247, 31, 163), (820, 6, 7283), (7283, 31, 163), (8506, 97, 3894), (4440, 31, 163), (8506, 141, 4440)]",0.7779244184494019,[2],14,2.0,0.5778022408485413,"(3894, 31, 163)",1,"[({(7703, 102, 3894)}, 0.148313875493629, 'baseline'), ({(3894, 26, 1098)}, 0.14338835622394455, 'baseline'), ({(820, 6, 3894)}, 0.14126990282753615, 'baseline'), ({(3894, 97, 5092)}, 0.10710113038794809, 'baseline'), ({(8506, 97, 3894)}, 0.10017209042342169, 'baseline'), ({(3894, 26, 64)}, 0.09908198848913669, 'baseline'), ({(9107, 6, 3894)}, 0.09014517350328588, 'baseline'), ({(3894, 28, 32)}, 0.0549196554395443, 'baseline'), ({(390, 6, 3894)}, 0.039662207440088186, 'baseline'), ({(5092, 97, 3894)}, 0.028131629322670375, 'baseline'), ({(3894, 13, 32)}, 0.020435030553606306, 'baseline'), ({(1232, 38, 3894)}, 0.015156473016353452, 'baseline'), ({(2193, 6, 3894)}, -0.003374044829753395, 'baseline'), ({(3894, 14, 160)}, -0.013503541292372875, 'baseline'), ([(3894, 28, 32), (1107, 13, 32), (1107, 31, 163), (3894, 13, 32), (1107, 28, 32)], -0.015899993, 'xrule'), ({(1609, 6, 3894)}, -0.01788706057591605, 'baseline'), ([(135, 34, 90), (3894, 34, 90), (135, 31, 163)], -0.026599996, 'xrule'), ([(1047, 28, 32), (3894, 28, 32), (1047, 13, 32), (1047, 31, 163), (3894, 13, 32)], -0.032299995, 'xrule'), ([(602, 13, 32), (602, 31, 163), (3894, 28, 32), (3894, 13, 32), (602, 28, 32)], -0.034599997, 'xrule'), ({(4440, 97, 3894)}, -0.0351331727998177, 'baseline'), ([(3894, 13, 32), (644, 31, 163), (3894, 28, 32), (644, 28, 32)], -0.035499997, 'xrule'), ({(3894, 109, 7703)}, -0.037450407666631054, 'baseline'), ({(3894, 186, 7703)}, -0.03758217865694641, 'baseline'), ({(5091, 38, 3894)}, -0.25093661652957683, 'baseline'), ({(2100, 7, 3894)}, -0.2920918055784161, 'baseline')]",[0.5778022408485413]
"[(12309, 196, 1444), (10171, 82, 6851), (12309, 48, 1080), (12309, 99, 10323), (12309, 82, 6851), (3401, 43, 141), (12281, 48, 1080), (1444, 43, 141), (12281, 43, 141), (10322, 99, 10323), (10322, 43, 141), (10171, 43, 141), (3401, 21, 4643), (12309, 21, 4643)]",0.9944069385528564,[1],14,1.0,0.9838883876800537,"(12309, 43, 141)",1,"[({(12309, 82, 6851)}, 0.24352155217564278, 'baseline'), ({(12309, 99, 10323)}, 0.0766240163167251, 'baseline'), ([(3401, 21, 4643), (12309, 21, 4643), (3401, 43, 141)], 0.049899995, 'xrule'), ({(12309, 196, 1444)}, 0.03186957070635672, 'baseline'), ([(12281, 48, 1080), (12281, 43, 141), (12309, 48, 1080)], 0.0036999881, 'xrule'), ({(12309, 196, 9828)}, -0.037517567211130046, 'baseline'), ({(12309, 48, 1080)}, -0.05041851572705915, 'baseline'), ({(6541, 50, 12309)}, -0.0524536566755049, 'baseline'), ({(9828, 196, 12309)}, -0.05323954393832395, 'baseline'), ({(12309, 21, 5339)}, -0.061933954234974053, 'baseline'), ({(12309, 21, 7229)}, -0.08051665593226544, 'baseline'), ({(5267, 71, 12309)}, -0.11481591027320019, 'baseline')]",[0.9838883876800537]
"[(3486, 83, 6915), (2090, 29, 9174), (9174, 23, 3486), (7744, 13, 2091), (287, 23, 3486), (932, 13, 2091), (6250, 13, 2091), (932, 13, 6915), (945, 23, 3486), (7744, 13, 287), (1786, 23, 3486), (2090, 29, 2091), (6250, 13, 945), (6602, 13, 1786), (6602, 13, 2091)]",0.9085858464241028,[1],15,1.0,0.8159157633781433,"(2091, 23, 3486)",1,"[({(6250, 13, 2091)}, 0.2606935907727106, 'baseline'), ({(932, 13, 2091)}, 0.22275475737382158, 'baseline'), ({(6602, 13, 2091)}, 0.17714462732652356, 'baseline'), ({(2090, 29, 2091)}, 0.14736519302954532, 'baseline'), ({(7744, 13, 2091)}, 0.07857910827241461, 'baseline'), ([(8299, 13, 2091), (8299, 13, 202), (202, 23, 3486)], 0.07259998, 'xrule'), ([(8299, 13, 2091), (8299, 13, 2015), (2015, 23, 3486)], 0.0711, 'xrule'), ([(2649, 13, 2091), (419, 23, 3486), (2649, 13, 419)], 0.057199985, 'xrule'), ([(2649, 13, 2091), (2649, 13, 202), (202, 23, 3486)], 0.037499994, 'xrule'), ({(11020, 150, 2091)}, 0.02952990953869262, 'baseline'), ([(2649, 13, 32), (2649, 13, 2091), (32, 23, 3486), (2649, 28, 32)], 0.028299987, 'xrule'), ({(3723, 13, 2091)}, 0.00953517384675832, 'baseline'), ({(1499, 13, 2091)}, 0.006086627895701823, 'baseline'), ({(4179, 13, 2091)}, -0.01913942867753622, 'baseline'), ({(27, 218, 2091)}, -0.025320132282589235, 'baseline')]",[0.8159157633781433]
"[(3407, 35, 4507), (688, 35, 7238), (3407, 35, 611), (513, 35, 7238), (3407, 35, 1806), (513, 35, 1806), (4734, 35, 7238), (3407, 64, 4734), (471, 35, 4507), (688, 35, 611), (4979, 64, 3407), (4979, 35, 7238), (471, 35, 7238)]",0.9577904939651489,[3],13,3.0,0.8541090488433838,"(3407, 35, 7238)",1,"[({(4979, 64, 3407)}, 0.04764763541700566, 'baseline'), ({(3407, 64, 4734)}, 0.039243738137075, 'baseline'), ([(3407, 35, 4507), (471, 35, 4507), (471, 35, 7238)], 0.017300002, 'xrule'), ([(3407, 35, 1806), (513, 35, 1806), (513, 35, 7238)], 0.015000001, 'xrule'), ([(688, 35, 611), (688, 35, 7238), (3407, 35, 611)], 0.012400001, 'xrule'), ([(3407, 35, 4507), (7238, 18, 2528), (4507, 18, 2528)], 0.012200002, 'xrule'), ([(3407, 35, 1806), (1550, 35, 7238), (1550, 35, 1806)], 0.010600001, 'xrule'), ({(3407, 64, 94)}, 0.003985862180851579, 'baseline'), ({(3407, 35, 1562)}, -9.222799017761587e-05, 'baseline'), ({(10009, 64, 3407)}, -0.00473560863452432, 'baseline'), ({(3407, 64, 7663)}, -0.006693442417851154, 'baseline'), ({(3407, 64, 5745)}, -0.007185001906051311, 'baseline'), ({(7692, 64, 3407)}, -0.009832163374268349, 'baseline'), ({(3407, 35, 6615)}, -0.03385396769152382, 'baseline'), ({(3407, 64, 7692)}, -0.045259316488612894, 'baseline')]",[0.8541090488433838]
"[(6482, 28, 32), (486, 13, 32), (13009, 86, 1283), (4883, 26, 990), (4883, 28, 32), (4883, 13, 32), (5827, 28, 32), (5827, 26, 990), (13009, 26, 990), (6482, 86, 1283), (2114, 11, 23), (6482, 11, 23), (2114, 26, 990), (486, 26, 990)]",0.962796151638031,[1],14,1.0,0.9096353650093079,"(6482, 26, 990)",1,"[([(6482, 28, 32), (486, 13, 32), (486, 26, 990)], 0.049100004, 'xrule'), ({(6482, 11, 23)}, 0.04747903625442285, 'baseline'), ([(6482, 28, 32), (5827, 28, 32), (5827, 26, 990)], 0.045500003, 'xrule'), ([(6482, 28, 32), (4883, 28, 32), (4883, 26, 990), (4883, 13, 32)], 0.0427, 'xrule'), ({(6482, 86, 1283)}, 0.04269768574618825, 'baseline'), ([(6482, 28, 32), (906, 28, 32), (906, 13, 32), (906, 26, 990)], 0.0419, 'xrule'), ([(5827, 26, 4038), (5827, 26, 990), (6482, 26, 4038)], 0.0325, 'xrule'), ({(6482, 26, 8130)}, 0.020927096692513115, 'baseline'), ({(2504, 6, 6482)}, -0.02163930707767468, 'baseline'), ({(6482, 14, 160)}, -0.03446531765502742, 'baseline'), ({(6482, 26, 342)}, -0.04344466795643394, 'baseline'), ({(5320, 38, 6482)}, -0.06670701968506162, 'baseline'), ({(6482, 31, 163)}, -0.08552100227317277, 'baseline'), ({(6482, 26, 183)}, -0.11039382675896688, 'baseline'), ({(6482, 28, 32)}, -0.11854500036397686, 'baseline'), ({(6482, 26, 1098)}, -0.1353368506471847, 'baseline'), ({(2250, 2, 6482)}, -0.15537575334398296, 'baseline'), ({(6482, 26, 4038)}, -0.1904929621985608, 'baseline'), ({(6482, 26, 1936)}, -0.2010269803810974, 'baseline'), ({(6482, 136, 5320)}, -0.2046829206909055, 'baseline'), ({(6482, 84, 9099)}, -0.21477154318588712, 'baseline'), ({(6482, 31, 147)}, -0.26267607913467234, 'baseline'), ({(5215, 6, 6482)}, -0.26309527858408055, 'baseline'), ({(6482, 84, 9035)}, -0.3195730037330592, 'baseline'), ({(6482, 86, 11274)}, -0.4378143725701983, 'baseline')]",[0.9096353650093079]
